Week of fetchdate_orig	page_domain_root	page_url	title_new	Distinct count of ID
30 May 2022	mk.ru	https://www.mk.ru/politics/2022/06/03/uchenyy-molouni-v-ssha-priznali-proval-popytok-izolirovat-rossiyu.html	ученый молоуни  в сша признали провал попыток  изолировать  россию	1
23 May 2022	mk.ru	https://www.mk.ru/politics/2022/05/26/eksperty-nazvali-usiliya-ssha-po-izolyacii-rossii-na-mirovoy-arene-terpyashhimi-neudachu.html	эксперты назвали усилия сша по изоляции россии на мировой арене терпящими неудачу	1
25 April 2022	mk.ru	https://www.mk.ru/politics/2022/04/27/putin-rossiya-otvetit-na-popytki-ee-izolirovat-otkrytostyu-i-svobodoy-biznesa.html	путин  россия ответит на попытки ее изолировать  открытостью  и  свободой бизнеса	1
18 April 2022	mk.ru	https://www.mk.ru/politics/2022/04/18/v-ssha-raskryli-plan-dolgosrochnoy-izolyacii-rossii.html	в сша раскрыли план долгосрочной изоляции россии	1
28 March 2022	mk.ru	https://www.mk.ru/politics/2022/03/31/diplomaty-ssha-i-es-obsudili-dopolnitelnye-shagi-po-izolyacii-rossii.html	дипломаты сша и ес обсудили дополнительные шаги по изоляции россии	1
24 January 2022	mk.ru	https://www.mk.ru/politics/2022/01/28/ukraina-izoliruetsya-ot-energosistem-rossii-i-belorussii.html	украина изолируется от энергосистем россии и белоруссии	1
9 May 2022	mk.ru	https://www.mk.ru/economics/2022/05/10/ekonomist-kochetkov-izolyaciya-rossii-nevozmozhna-izza-ee-resursov.html	экономист кочетков  изоляция россии невозможна из за ее ресурсов	1
4 April 2022	mk.ru	https://www.mk.ru/economics/2022/04/07/nemeckiy-ekonomist-bek-antirossiyskie-sankcii-priveli-k-izolyacii-zapada.html	немецкий экономист бек  антироссийские санкции привели к изоляции запада	1
28 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/v-kremle-ocenili-smogut-li-evropa-i-ssa-izolirovat-rossiu.html	в кремле оценили  смогут ли европа и сша изолировать россию	1
18 July 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/v-germanii-zaavili-cto-rossiu-nevozmozno-izolirovat.html	в германии заявили  что россию невозможно изолировать	1
16 May 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/strany-g7-prodolzat-izolaciu-rossii-ot-mirovoj-ekonomiki.html	страны g  продолжат изоляцию россии от мировой экономики	1
11 April 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/ssa-prodolzat-usilivat-izolaciu-rossii.html	сша продолжат усиливать изоляцию россии	1
21 March 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/mid-estonii-es-prodolzit-izolirovat-rossiu.html	мид эстонии  ес продолжит изолировать россию	1
11 April 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/lavrov-rossia-ni-ot-kogo-ne-otgorazivaetsa-i-ne-vpadaet-v-samoizolaciu.html	лавров  россия ни от кого не отгораживается и не впадает в самоизоляцию	1
28 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/germania-prigrozila-rossii-globalnoj-izolaciej.html	германия пригрозила россии глобальной изоляцией	1
21 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/evrosouz-poobesal-ukraine-izolirovat-rossiu.html	евросоюз пообещал украине изолировать россию	1
21 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/dzonson-rasskazal-o-pervom-sage-k-izolacii-rossii.html	джонсон рассказал о первом шаге к изоляции россии	1
30 May 2022	vestikavkaza.ru	https://vestikavkaza.ru/interview/vostokoved-ssa-ne-smogli-izolirovat-rossiu-v-persidskom-zalive.html	мурад садыгзаде  сша не смогли изолировать россию в персидском заливе	1
4 July 2022	vestikavkaza.ru	https://vestikavkaza.ru/analytics/u-g7-ne-polucaetsa-izolirovat-rossiu-na-g20.html	у g  не получилось изолировать россию в g	1
28 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/analytics/izolirovannaa-s-zapada-rossia-smotrit-na-vostok.html	изолированная с запада россия смотрит на восток	1
6 June 2022	pda.kp.ru	https://pda.kp.ru/online/news/4784481/	захарова заявила  что попытки запада изолировать россию в арктике иллюзорны	1
23 May 2022	pda.kp.ru	https://pda.kp.ru/online/news/4760260/	глава минторга сша раймондо призвала страны изолировать россию от преимуществ мировой экономики	1
18 April 2022	pda.kp.ru	https://pda.kp.ru/online/news/4720157/	экс канцлер германии шрёдер заявил  что россию невозможно изолировать в долгосрочной перспективе	1
11 April 2022	pda.kp.ru	https://pda.kp.ru/online/news/4703520/	путин заявил  что изолировать россию невозможно	1
28 March 2022	pda.kp.ru	https://pda.kp.ru/online/news/4687075/	дипломаты сша и евросоюза обсудили новые шаги для  изоляции  российской экономики	1
21 March 2022	pda.kp.ru	https://pda.kp.ru/online/news/4680107/	песков назвал политику сша по изоляции россии несостоятельной	1
21 March 2022	pda.kp.ru	https://pda.kp.ru/online/news/4679983/	лавров заявил  что самоизолироваться россия не будет	1
7 March 2022	pda.kp.ru	https://pda.kp.ru/online/news/4656696/	премьер эстонии призвала  изолировать россию от свободного мира	1
28 February 2022	pda.kp.ru	https://pda.kp.ru/online/news/4654035/	песков об изоляции россии   сша и европа   не весь мир	1
28 February 2022	pda.kp.ru	https://pda.kp.ru/online/news/4649551/	лавров рассказал  почему невозможно изолировать россию	1
21 February 2022	pda.kp.ru	https://pda.kp.ru/online/news/4637760/	экономист беляев заявил  что сша не сможет изолировать россию от международных финансовых рынков	1
4 April 2022	pda.kp.ru	https://pda.kp.ru/daily/27375/4568438/	что будет с российской медициной в условиях санкций и международной изоляции	1
18 July 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/07/20/18167324.shtml	представитель мид рф захарова назвала  абсурдом  слова белого дома об изоляции россии   газета ru	1
18 July 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/07/20/18167324.shtml	в мид рф назвали  абсурдом  слова белого дома об изоляции россии   газета ru	1
18 July 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/07/19/18160922.shtml	в белом доме заявили об  изоляции  россии после поездки путина на саммит в иран   газета ru	1
18 July 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/07/19/18154466.shtml	посольство рф в сша опровергло заявления госдепа о  международной изоляции  россии   газета ru	1
20 June 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/06/24/17994536.shtml	лидеры g  обсудят меры по усилению экономической изоляции россии   газета ru	1
13 June 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/06/17/17948798.shtml	welt указала на провал стратегии запада по изоляции россии   газета ru	1
13 June 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/06/17/17948798.shtml	welt указал на провал стратегии запада по изоляции россии   газета ru	1
18 July 2022	gazeta.ru	https://www.gazeta.ru/politics/2022/07/24/15174644.shtml	в сша заявили  что кампания запада по изоляции россии провалилась	1
18 July 2022	gazeta.ru	https://www.gazeta.ru/politics/2022/07/19/15150128.shtml	россия демонстрирует отсутствие изоляции   зачем путин приехал в тегеран	1
17 January 2022	gazeta.ru	https://www.gazeta.ru/politics/2022/01/22/14448175.shtml	полную изоляцию россии обеспечить невозможно   берлин пошел против вашингтона	1
20 June 2022	gazeta.ru	https://www.gazeta.ru/business/news/2022/06/23/17994404.shtml	в белом доме заявили  что страны g  обсуждают новые меры по изоляции российской экономики   газета ru	1
13 June 2022	argumenti.ru	https://argumenti.ru/world/2022/06/776130	сша не смогли изолировать россию от остального мира	1
16 May 2022	argumenti.ru	https://argumenti.ru/world/2022/05/772120	американский экономист джеффри сакс не верит в изоляцию россии	1
21 February 2022	argumenti.ru	https://argumenti.ru/world/2022/02/761595	глава канадского мид мелани жоли  страны запада намерены изолировать россию из за ситуации на украине	1
9 May 2022	argumenti.ru	https://argumenti.ru/society/2022/05/771943	глава мид лавров  попытки изолировать россию обречены	1
25 July 2022	argumenti.ru	https://argumenti.ru/politics/2022/07/782426	мария захарова  попытки запада изолировать россию ставят его в глупое положение и заводят в тупик	1
18 July 2022	argumenti.ru	https://argumenti.ru/politics/2022/07/781572	захарова  комментируя тезис белого дома об изоляции россии  обвинила вашингтон  в отсутствии логики	1
18 July 2022	argumenti.ru	https://argumenti.ru/politics/2022/07/781197	политолог казанов  визит путина в тегеран важен  чтобы доказать   россия не находится в дипломатической изоляции	1
20 June 2022	argumenti.ru	https://argumenti.ru/politics/2022/06/777789	ft  усилия запада по изоляции россии проваливаются  так как не предполагают какого либо внимания к интересам остальной части мира	1
9 May 2022	argumenti.ru	https://argumenti.ru/politics/2022/05/771711	китайский эксперт дэшен заявляет о неизбежном провале попыток запада изолировать россию	1
28 February 2022	argumenti.ru	https://argumenti.ru/politics/2022/03/762467	песков  европа и сша не смогут изолировать  такую большую страну  как россия	1
4 July 2022	argumenti.ru	https://argumenti.ru/opinion/2022/07/779219	парадигма экономической изоляции россии от мира   это путь к самоуничтожению и исчезновению сша	1
20 June 2022	runews24.ru	https://runews24.ru/politics/24/06/2022/1ce82923402bd908d38f57b267507321	ft  украинский кризис показал  что россию нельзя изолировать	1
18 April 2022	runews24.ru	https://runews24.ru/politics/24/04/2022/3f68da66bf7e365df2772328b67ae4d1	экс канцлер фрг шрёдер  россию нельзя изолировать ни политически  ни экономически	1
16 May 2022	runews24.ru	https://runews24.ru/politics/20/05/2022/6b57ec604c808798f89733538935b9f6	страны g  пообещали продолжить изолировать россию от глобальной экономики	1
11 April 2022	runews24.ru	https://runews24.ru/politics/12/04/2022/f7bf6dsc5027774f225b3f091e334052	владимир путин  изолировать россию от остального мира невозможно	1
7 March 2022	runews24.ru	https://runews24.ru/politics/09/03/2022/7e9228400643d55d17825f758720ee12	мид  высокотехнологичные отрасли россии не окажутся в изоляции из за санкций	1
7 March 2022	runews24.ru	https://runews24.ru/politics/08/03/2022/f7bf6ds26bb71a1d73eee42ff83fcfa8	премьер эстонии каллас  россию нужно изолировать от свободного мира	1
25 July 2022	runews24.ru	https://runews24.ru:443/politics/26/07/2022/6571fe4252fcf197055ceb06c11d4d34	в сша вновь заговорили об  изоляции  россии	1
25 July 2022	runews24.ru	https://runews24.ru:443/politics/26/07/2022/96b690s97e52326970b11442e2b66c63	посольство рф в сша  заявления госдепа об изоляции россии вызваны  воспаленным воображением	1
16 May 2022	runews24.ru	https://runews24.ru:443/politics/17/05/2022/acc8a6e9b101b3f18a6bf2a1108a6401	президент эстонии карис  россию невозможно изолировать полностью	1
13 June 2022	runews24.ru	https://runews24.ru:443/politics/14/06/2022/f7bf6ds3b554686e3459ccc9f48999d3	сенатор пушков  запад боится признать  что стремление изолировать россию вредит его собственной экономике	1
25 July 2022	aif.ru	https://aif.ru/politics/world/rossiyskoe_posolstvo_v_ssha_otvetilo_na_zayavlenie_gosdepa_ob_izolyacii_rf	российское посольство в сша ответило на заявление госдепа об изоляции рф	1
11 April 2022	aif.ru	https://aif.ru/politics/world/putin_rossiyu_nelzya_zhestko_izolirovat_v_sovremennom_mire	путин  россию нельзя жестко изолировать в современном мире	1
20 June 2022	aif.ru	https://aif.ru/politics/world/financial_times_zapadu_ne_udaetsya_izolirovat_rossiyu	financial times  западу не удается изолировать россию	1
18 July 2022	aif.ru	https://aif.ru/politics/russia/v_kremle_nazvali_mnenie_vashingtona_o_rastushchey_izolyacii_rossii_nevernym	в кремле назвали мнение вашингтона о растущей изоляции россии неверным	1
7 February 2022	aif.ru	https://aif.ru/politics/russia/mariya_zaharova_oprovergla_izolyaciyu_rossii	захарова опровергла заявления об  изоляции  россии	1
28 March 2022	aif.ru	https://aif.ru/politics/russia/lavrov_zayavil_chto_zapad_ne_smozhet_izolirovat_rossiyu_ot_ostalnogo_mira	лавров заявил  что запад не сможет изолировать россию от остального мира	1
13 June 2022	aif.ru	https://aif.ru/politics/rossiya_nikogda_ne_poydyot_po_puti_samoizolyacii_putin	россия никогда не пойдёт по пути самоизоляции   путин	1
28 February 2022	aif.ru	https://aif.ru/money/economy/v_kremle_uvereny_chto_inostrannye_kompanii_vernutsya_v_rossiyu	песков  санкции против россии не означают ее изоляцию	1
30 May 2022	kommersant.ru	https://www.kommersant.ru/doc/5391623	берлускони  россия изолирована от запада  запад   от всего остального мира	1
11 April 2022	kommersant.ru	https://www.kommersant.ru/doc/5305183	путин  россия не собирается изолироваться	1
28 February 2022	kommersant.ru	https://www.kommersant.ru/doc/5249117	песков считает  что санкции против россии не означают ее изоляцию	1
21 February 2022	kommersant.ru	https://www.kommersant.ru/doc/5229251	мид британии пообещал изолировать россию санкциями от глобальной экономики	1
25 July 2022	kommersant.ru	https://www.kommersant.ru:443/doc/5480588	посольство рф  вызывают недоумение заявления сша об изоляции россии	1
28 March 2022	kommersant.ru	https://www.kommersant.ru:443/doc/5283448	дипломаты сша и ес обсудили шаги по дальнейшей изоляции россии	1
28 March 2022	kommersant.ru	https://www.kommersant.ru:443/doc/5282658	небензя  попытки изолировать россию уже оборачиваются кризисом исторического масштаба	1
25 July 2022	inosmi.ru	https://inosmi.ru/20220725/rossiya-255166931.html	украинское зерно доказало провал попыток запада изолировать россию	1
18 July 2022	inosmi.ru	https://inosmi.ru/20220720/ekonomika-255097205.html	реальная ценность российской экономики  почему её изоляция   плохая идея	1
11 July 2022	inosmi.ru	https://inosmi.ru/20220712/politika-254979616.html	сша хотели изолировать россию  но эта страна отказалась им помочь	1
23 May 2022	inosmi.ru	https://inosmi.ru/20220525/diplomatiya-254279243.html	отношения россии и сша настолько плохи  что их послы оказались в изоляции	1
23 May 2022	inosmi.ru	https://inosmi.ru/20220523/rossiya-254238860.html	tac  изолируя россию  сша опасно толкают ее на союз с китаем	1
2 May 2022	inosmi.ru	https://inosmi.ru/20220505/sanktsii-254065178.html	план сша изолировать россию не сработал               иносми	1
14 March 2022	inosmi.ru	https://inosmi.ru/20220315/neft-253395548.html	ближний восток не спешит помогать байдену изолировать россию  названа причина	1
9 May 2022	rusplt.ru	https://rusplt.ru/policy/ukrainu-vooruzhat-rossiyu--627fa5d.html	украину вооружат  россию   изолируют	1
16 May 2022	rusplt.ru	https://rusplt.ru/policy/konechno-mi-ne-smozhem-6283c1a.html	конечно  мы не сможем   в европе признали невозможность изолировать россию полностью	1
28 February 2022	rusplt.ru	https://rusplt.ru/economy/obval-rublya-pokazal-stepen-621cbd9.html	обвал рубля показал степень изоляции россии  запад наблюдает за неприятностями россиян после санкций в выходные	1
21 February 2022	rusplt.ru	https://rusplt.ru/abroad/ssha-i-soyuzniki-obyavlyayut-621ab6b.html	сша и союзники объявляют о плане изоляции россии через swift	1
13 June 2022	pnp.ru	https://www.pnp.ru/politics/volodin-zapad-pytayas-izolirovat-rossiyu-izoliroval-sebya-sam.html	володин  запад  пытаясь изолировать россию  изолировал себя сам	1
25 April 2022	pnp.ru	https://www.pnp.ru/politics/putin-rasskazal-kak-rossiya-otvetit-na-topornye-popytki-ee-izolirovat.html	путин рассказал  как россия ответит на  топорные  попытки ее изолировать	1
21 March 2022	pnp.ru	https://www.pnp.ru/politics/klimov-popytka-izolirovat-rossiyu-svoditsya-k-samoizolyacii-zapada.html	климов  попытка изолировать россию сводится к самоизоляции запада	1
11 April 2022	pnp.ru	https://www.pnp.ru/politics/belousov-geopoliticheskie-protivniki-khotyat-izolirovat-rossiyu-ot-mirovoy-ekonomiki.html	белоусов  геополитические противники хотят изолировать россию от мировой экономики	1
21 March 2022	news.mail.ru	https://news.mail.ru/society/50558793/	сша и россия продолжат совместный изоляционный эксперимент	1
30 May 2022	news.mail.ru	https://news.mail.ru/politics/51615446/	берлускони  россия изолирована от запада  запад   от всего остального мира	1
11 April 2022	news.mail.ru	https://news.mail.ru/politics/50848944/	путин заявил о невозможности изолировать россию	1
4 April 2022	news.mail.ru	https://news.mail.ru/politics/50761446/	постпред сша при оон  нельзя исключить россию из сб  но можно ее изолировать там	1
25 July 2022	news-front.info	https://news-front.info/2022/07/28/popytki-zapadnyh-stran-izolirovat-rossiju-priveli-k-obratnomu-jeffektu/	попытки западных стран изолировать россию привели к обратному эффекту	1
27 June 2022	news-front.info	https://news-front.info/2022/06/27/u-ssha-net-shansov-izolirovat-rossiju/	у сша нет шансов изолировать россию	1
7 February 2022	news-front.info	https://news-front.info/2022/02/09/izolyatsii-net-zaharova-oprovergla-utverzhdeniya-o-tom-chto-v-rf-yakoby-nikto-ne-priezzhaet/	изоляции нет  захарова опровергла утверждения о том  что в рф якобы никто не приезжает   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	1
31 January 2022	news-front.info	https://news-front.info/2022/02/03/yuriy-selivanov-izolyatsiya-izolyatorov-prodolzhenie-sleduet/	юрий селиванов  изоляция изоляторов   продолжение следует   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	1
25 July 2022	vedomosti.ru	https://www.vedomosti.ru/politics/news/2022/07/26/933017-posolstvo-rf-zayavleniya-ssha-ob-izolyatsii	посольство россии  заявления сша об изоляции страны не выдерживают критики	1
11 April 2022	vedomosti.ru	https://www.vedomosti.ru/politics/news/2022/04/12/917706-putin-planov-izolirovatsya	путин заявил  что изолировать россию невозможно	1
28 February 2022	vedomosti.ru	https://www.vedomosti.ru/politics/news/2022/03/05/912376-peskov-otkazalsya-schitat-izolyatsiei-situatsiyu-s-rossiei	песков заявил  что россия не может оказаться в изоляции из за санкций	1
27 June 2022	ura.news	https://ura.news/news/1052565275	пушков  усилия запада по изоляции россии провалились  причина	1
20 June 2022	ura.news	https://ura.news/news/1052564651	financial times  запад провалил попытку изолировать россию	1
28 March 2022	ura.news	https://ura.news/news/1052541554	лавров заявил  что россия не находится в изоляции из за санкций	1
16 May 2022	tvc.ru	http://www.tvc.ru/news/show/id/240640	большая семерка  пообещала изолировать россию от мировой экономики	1
4 April 2022	tvc.ru	http://www.tvc.ru/news/show/id/237361	в берлине заявили об изоляции запада из за антироссийских санкций	1
28 March 2022	tvc.ru	http://www.tvc.ru/news/show/id/236750	представители сша и ес обсудили  изоляцию россии от экономик	1
28 February 2022	pln-pskov.ru	https://pln-pskov.ru/society/440651.html	хайпожоры   волна фейков и россия в it изоляции  видео	1
28 February 2022	pln-pskov.ru	https://pln-pskov.ru/society/440636.html	хайпожоры   волна фейков и россия в it изоляции	1
7 March 2022	pln-pskov.ru	https://pln-pskov.ru/allworld/440936.html	премьер министр эстонии заявила о необходимости  изолировать россию от свободного мира	1
11 April 2022	tatar-inform.ru	https://www.tatar-inform.ru/news/vice-premer-rf-zapad-pytaetsya-polnostyu-izolirovat-rossiyu-5862423	вице премьер рф  запад пытается полностью изолировать россию	1
25 July 2022	tatar-inform.ru	https://www.tatar-inform.ru/news/posolstvo-rf-nazvalo-vospalennym-voobrazeniem-zayavleniya-ssa-ob-izolyacii-rossii-5873946	посольство рф назвало  воспаленным воображением  заявления сша об изоляции россии	1
28 February 2022	tass.ru	https://tass.ru/mezhdunarodnaya-panorama/13916517	глава британского мид призвала изолировать россию на международной арене	1
21 February 2022	tass.ru	https://tass.ru/mezhdunarodnaya-panorama/13882981	глава мид литвы заявил  что целью запада является тотальная изоляция россии	1
7 March 2022	sevastopol.su	https://sevastopol.su/news/premera-estonii-predlozhivshuyu-sposob-izolirovat-rossiyu-podnyali-na-smeh	премьера эстонии  предложившую способ  изолировать россию   подняли на смех	1
28 February 2022	sevastopol.su	https://sevastopol.su/news/bayden-soobshchil-o-fakte-kotoryy-dokazyvaet-izolyaciyu-rossii	байден сообщил о факте  который доказывает изоляцию россии	1
16 May 2022	rg.ru	https://rg.ru/2022/05/20/mishustin-zapadu-ne-udastsia-izolirovat-rossiiu-ot-mirovoj-ekonomiki.html	мишустин  западу не удастся изолировать россию от мировой экономики	1
16 May 2022	rg.ru	https://rg.ru/2022/05/17/prezident-estonii-priznal-nevozmozhnost-izoliacii-rossii.html	президент эстонии признал невозможность изоляции россии	1
31 January 2022	pronedra.ru	https://pronedra.ru/budut-li-vlasti-rossii-vvodit-rezhim-samoizolyaczii-s-7-fevralya-2022-goda-636946.html	будет ли самоизоляция с   февраля      года в россии  что говорят медведев и песков о локдауне	1
17 January 2022	pronedra.ru	https://pronedra.ru/budut-li-v-rossii-zakryvat-na-izolyacziyu-doma-prestarelyh-v-2022-godu-633911.html	будут ли закрывать на изоляцию дома престарелых в россии в январе      года  что об этом известно	1
25 July 2022	m24.ru	https://www.m24.ru/news/politika/27072022/485375	запад заходит в тупик в попытках изолировать россию   мид рф	1
27 June 2022	m24.ru	https://www.m24.ru/news/nauka/30062022/476456	ученые сша и европы примут участие в российском изоляционном эксперименте sirius	1
28 February 2022	life.ru	https://life.ru/p/1475624	используете двойные стандарты   как спортсмены во всём мире выступают против изоляции россиян из за  операции z	1
28 February 2022	life.ru	https://life.ru/p/1475303	вне политики   как запад изолирует российский спорт на фоне событий на украине	1
9 May 2022	forbes.ru	https://www.forbes.ru/finansy/465573-ekonomisty-dopustili-padenie-vvp-rossii-na-25-pri-polnoj-izolacii-strany	экономисты допустили падение ввп россии на     при полной изоляции страны	1
7 March 2022	forbes.ru	https://www.forbes.ru/finansy/458337-iranskij-sindrom-cem-mozet-obernut-sa-mezdunarodnaa-izolacia-dla-ekonomiki-rossii	иранский синдром  чем может обернуться международная изоляция для экономики россии	1
4 July 2022	fontanka.ru	https://www.fontanka.ru/2022/07/09/71476109/	блинкен и захарова поспорили об изоляции россии    июля      г    власть   новости санкт петербурга	1
28 February 2022	fontanka.ru	https://www.fontanka.ru/2022/03/03/70484282/	человеческая жизнь стоит выше  чем спорт   ожидали ли депутаты спортсмены  голосуя за независимость лнр и днр  что это приведет к изоляции российского спорта	1
21 February 2022	dni.ru	https://dni.ru/ukraine/2022/2/25/500249.html	изолировать правителей россии   в ес назвали цель второго пакета санкций	1
28 February 2022	dni.ru	https://dni.ru/polit/2022/3/5/500842.html	западные санкции не смогут привести россию к полной изоляции  последние новости  сегодня    политика    дни ру	1
20 June 2022	bloknot.ru	https://bloknot.ru/v-mire/zapadnaya-propaganda-pishet-ob-izolyatsii-rossii-skry-vaya-istinnoe-polozhenie-del-945170.html	западная пропаганда пишет об изоляции россии  скрывая истинное положение дел	1
13 June 2022	bloknot.ru	https://bloknot.ru/politika/e-konomicheskij-forum-v-sankt-peterburge-dokazy-vaet-plany-zapada-po-izolyatsii-rossii-provalilis-942540.html	экономический форум в санкт петербурге доказывает  планы запада по изоляции россии провалились	1
21 February 2022	1prime.ru	https://1prime.ru/state_regulation/20220227/836194728.html	глава мид украины призвал к финансовой изоляции россии	1
21 March 2022	1prime.ru	https://1prime.ru/exclusive/20220322/836447794.html	экономист объяснил  зачем россии нужна изоляция от сша	1
28 February 2022	trud.ru	https://www.trud.ru/article/05-03-2022/1413398_izoljatsija_rossii_nevozmozhna_zajavil_spiker_putina.html	изоляция россии невозможна  заявил спикер путина	1
23 May 2022	rueconomics.ru	https://rueconomics.ru/23455155-chitateli_en_son_haber_vismeyali_zelenskogo_posle_ego_prizivov_izolirovat_rossiyu	читатели en son haber высмеяли зеленского после его призывов изолировать россию	1
27 December 2021	ridus.ru	https://www.ridus.ru/news/370160	россия готова ответить на санкции самоизоляцией	1
16 May 2022	rbc.ru	https://www.rbc.ru/politics/18/05/2022/62840cfb9a7947259c62e360	президент эстонии назвал невозможной полную изоляцию россии	1
28 March 2022	primamedia.ru	https://primamedia.ru/news/1261463/	на западе выступают против изоляции россии	1
28 March 2022	polit.ru	https://polit.ru/news/2022/04/01/anti_isolation/	писатель борис акунин выступил против культурной изоляции россии со стороны запада	1
11 April 2022	newsler.ru	https://www.newsler.ru/politics/2022/04/12/putin-rossiya-ne-sobiraetsya-izolirovatsya	путин  россия не собирается изолироваться	1
21 February 2022	mospravda.ru	https://mospravda.ru/2022/02/25/337025/	сша уводят запад на самоизоляцию и вводят санкции независимо от действий россии	1
18 July 2022	military.pravda.ru	https://military.pravda.ru/news/1728636-poezdka_putina_v_iran_pokazyvaet/	кирби  визит путина в иран показывает степень изоляции россии в мире	1
21 February 2022	interfax.ru	https://www.interfax.ru/world/824614	россию предупредили о росте изоляции после решения закрыть небо для британских самолетов	1
28 February 2022	infox.ru	https://www.infox.ru/news/283/270422-kitaj-podscityvaet-pribyl-pekin-polucit-vsu-vygodu-ot-izolacii-rossii	китай подсчитывает прибыль  какую выгоду пекин получит от изоляции россии	1
7 March 2022	info.sibnet.ru	https://info.sibnet.ru/article/611857/	путина порадовала изоляция россии	1
4 July 2022	fedpress.ru	https://fedpress.ru/news/eastern-europe/policy/3051837	в киеве предложили изолироваться от россии железным занавесом   восточная европа	1
11 April 2022	energyland.info	http://energyland.info/news-show--electro-227145	резидент арктической зоны обеспечивает российский рынок сырьем для производства электроизоляционных материалов	1
28 February 2022	deita.ru	https://deita.ru/article/512224	экономист  я не верю в полную изоляцию россии от мировой экономики	1
11 April 2022	bfm.ru	https://www.bfm.ru/podcast/496998	как проблемы с инфляцией в сша могут сказаться даже на  изолированной  россии	1
25 July 2022	5-tv.ru	https://www.5-tv.ru/news/395610/vposolstve-rfobasnili-zaavlenia-gosdepa-obizolacii-vospalennym-voobrazeniem/	в посольство россии объяснили заявления об изоляции страны	1
