Week of fetchdate_orig	page_domain_root	page_url	title_new	Distinct count of ID	topic
June 13, 2022	ria.ru	https://ria.ru/20220619/evrozona-1796579181.html	dwn назвала причину инфляции в европе	1	Inflation in the West
June 13, 2022	ria.ru	https://ria.ru/20220618/protest-1796484066.html	сми  в лондоне началась акция протеста из за рекордной инфляции в стране	1	Inflation in the West
June 13, 2022	ria.ru	https://ria.ru/20220617/peskov-1795984345.html	на пмэф обсудят рост цен на продукты из за инфляции и ошибок запада	1	Inflation in the West
June 13, 2022	ria.ru	https://ria.ru/20220615/inflyatsiya-1795604808.html	фрс сша повысила прогноз по инфляции	1	Inflation in the West
June 13, 2022	ria.ru	https://ria.ru/20220615/inflyatsiya-1795290240.html	расплачиваются за санкции   инфляция в сша и ес зашкаливает	1	Inflation in the West
June 13, 2022	ria.ru	https://ria.ru/20220614/inflyatsiya-1795121427.html	в германии годовая инфляция достигла исторического рекорда в     процента	1	Inflation in the West
June 6, 2022	ria.ru	https://ria.ru/20220611/germaniya-1794717956.html	каждый шестой житель германии питается нерегулярно из за инфляции	1	Inflation in the West
June 6, 2022	ria.ru	https://ria.ru/20220610/podorozhanie-1794698188.html	байден связал рекордную инфляцию в сша с  путинским подорожанием	1	Inflation in the West
June 6, 2022	ria.ru	https://ria.ru/20220609/proklyate-1794142861.html	байден назвал  проклятьем  высокую инфляцию в сша   риа новости	1	Inflation in the West
May 30, 2022	ria.ru	https://ria.ru/20220601/inflyatsiya-1792279531.html	в сша назвали причины  почему байдену не победить инфляцию	1	Inflation in the West
May 30, 2022	ria.ru	https://ria.ru/20220601/inflyatsiya-1792231225.html	глава минфина сша призналась  что недооценила проблему инфляции в стране	1	Inflation in the West
May 30, 2022	ria.ru	https://ria.ru/20220531/ukraina-1792087895.html	ведь он серьезно   в сша высмеяли планы байдена по борьбе с инфляцией	1	Inflation in the West
May 30, 2022	ria.ru	https://ria.ru/20220530/inflyatsiya-1791765022.html	годовая инфляция в германии в мае достигла исторического рекорда	1	Inflation in the West
May 23, 2022	ria.ru	https://ria.ru/20220527/bayden-1791259977.html	байден заявил о прогрессе в борьбе с инфляцией в сша	1	Inflation in the West
May 16, 2022	ria.ru	https://ria.ru/20220516/obvinenie-1788916500.html	основатель amazon безос обвинил власти сша в рекордной инфляции	1	Inflation in the West
May 9, 2022	ria.ru	https://ria.ru/20220511/inflyatsiya-1787830224.html	годовая инфляция в германии достигла исторического рекорда	1	Inflation in the West
May 2, 2022	ria.ru	https://ria.ru/20220506/inflyatsiya-1787068131.html	такого не было    лет   на что пошла фрс сша для обуздания инфляции	1	Inflation in the West
April 25, 2022	ria.ru	https://ria.ru/20220427/inflyatsiya-1785645923.html	специалист объяснил  на что готовы сша ради борьбы с инфляцией	1	Inflation in the West
March 28, 2022	ria.ru	https://ria.ru/20220331/zarplaty-1781113513.html	компании в европе не смогут поднять сотрудникам зарплаты на уровне инфляции	1	Inflation in the West
March 21, 2022	ria.ru	https://ria.ru/20220325/inflyatsiya-1780180952.html	исследование  инфляция волнует жителей сша сильнее  чем в      году	1	Inflation in the West
January 31, 2022	ria.ru	https://ria.ru/20220202/inflyatsiya-1770663007.html	в европе ускорилась годовая инфляция	1	Inflation in the West
January 24, 2022	ria.ru	https://ria.ru/20220125/tseny-1769441344.html	инфляционный монстр  почему рост цен в сша грозит всему миру	1	Inflation in the West
January 24, 2022	ria.ru	https://ria.ru/20220125/inflyatsiya-1769400088.html	байден назвал рекордную инфляцию в сша  большим активом    риа новости	1	Inflation in the West
January 10, 2022	ria.ru	https://ria.ru/20220116/inflyatsiya-1768063248.html	фрс сша не сможет побороть инфляцию повышением ставки  заявил эксперт	1	Inflation in the West
June 20, 2022	rt.com	https://russian.rt.com/world/news/1018586-mvf-ssha-inflyaciya	глава мвф георгиева  борьба с инфляцией в сша может принести  некоторую боль  американцам	1	Inflation in the West
June 20, 2022	rt.com	https://russian.rt.com/world/news/1017696-frs-inflyaciya-ssha	глава фрс признал  что главной причиной инфляции в сша не является ситуация на украине	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/world/news/1016517-ssha-inflyaciya-rost	в сша допустили  что снижение инфляции в стране до    потребует не менее двух лет	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/world/news/1016347-ceny-ssha-benzin-inflyaciya-baiden	конгрессмен гуден  цены на бензин и инфляция в сша могут быть губительными для байдена	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/world/news/1016268-london-protesty-inflyaciya	sky news  в лондоне началась масштабная акция протеста из за инфляции в британии	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/world/news/1016098-putin-baiden-inflyaciya	пользователей twitter из сша впечатлили слова путина об инфляции	1	Inflation in the West
June 20, 2022	rt.com	https://russian.rt.com/world/news/1016005-ssha-inflyaciya-problemy	сенатор грассли  жителям сша трудно сводить концы с концами из за инфляции	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/world/news/1015916-putin-kommentarii-inflyaciya-zapad	путин назвал глупостью заявления стран запада о  путинской инфляции	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/world/news/1014558-ssha-neft-rezervy	член оп данюк заявил  что в сша пытаются обуздать резкий рост инфляции	1	Inflation in the West
June 6, 2022	rt.com	https://russian.rt.com/world/news/1013645-inflyaciya-ssha-ceny	инфляция в сша в мае ускорилась до	1	Inflation in the West
June 6, 2022	rt.com	https://russian.rt.com/world/news/1013261-putin-inflyaciya-zapad-rossiya	путин заявил о непричастности россии к инфляции в странах запада	1	Inflation in the West
May 9, 2022	rt.com	https://russian.rt.com/world/news/1001716-zaharova-baiden-inflyaciya	захарова прокомментировала заявление байдена об ответственных за инфляцию в сша	1	Inflation in the West
May 9, 2022	rt.com	https://russian.rt.com/world/news/1000547-inflyaciya-krizis-ekonomika	экономист гончарова прокомментировала высокие показатели инфляции в сша	1	Inflation in the West
April 18, 2022	rt.com	https://russian.rt.com/world/news/993294-es-ekonomika-krah	немецкий экономист майер предупредил ес о длительной инфляции и угрозе краха евро	1	Inflation in the West
April 11, 2022	rt.com	https://russian.rt.com/world/news/991667-medvedev-evrokomissiya-defolt	медведев предложил ес ожидать  мощной благодарности рядовых европейцев  за гиперинфляцию	1	Inflation in the West
March 28, 2022	rt.com	https://russian.rt.com/world/news/983863-germaniya-inflyaciya-energoresursy-rossiya	die zeit  эмбарго на российские ресурсы может привести германию к скачку инфляции	1	Inflation in the West
March 7, 2022	rt.com	https://russian.rt.com/world/news/974271-ukraina-ssha-inflyaciya	псаки заявила  что события на украине ускорили инфляцию в сша и в мире	1	Inflation in the West
March 7, 2022	rt.com	https://russian.rt.com/world/news/974167-baiden-inflyaciya-ssha	байден связал рекордную за    лет инфляцию в сша с санкциями против россии	1	Inflation in the West
June 6, 2022	rt.com	https://russian.rt.com/world/article/1013866-baiden-toplivo-inflyaciya	замаскировать кризис   как байден продолжает винить россию в провоцировании инфляции в сша	1	Inflation in the West
June 6, 2022	rt.com	https://russian.rt.com/russia/news/1011841-oshibka-zapad-putin	путин  многолетние ошибки запада привели к волне инфляции	1	Inflation in the West
June 13, 2022	rt.com	https://russian.rt.com/business/news/1015903-putin-stabilizaciya-rossiya	путин  россия подавила инфляционный всплеск после массированных санкций	1	Inflation in the West
May 23, 2022	rt.com	https://russian.rt.com/business/news/1008358-siluanov-zapad-mirovaya-inflyaciya	силуанов заявил об ответственности запада за разгон мировой инфляции	1	Inflation in the West
May 9, 2022	rt.com	https://russian.rt.com/business/news/1001639-ekonomika-cb-stavka	цб  снижение ключевой ставки позволит перестроить экономику без проинфляционных рисков	1	Inflation in the West
March 7, 2022	rusplt.ru	https://rusplt.ru/economy/rekordnaya-inflyatsiya-v-ssha-622a2bb.html	рекордная инфляция в сша   виновата тоже россия	1	Inflation in the West
January 3, 2022	rusplt.ru	https://rusplt.ru/abroad/yevropeiskie-fondovie-indeksi-vosstanavlivayutsya-61d301e.html	европейские фондовые индексы восстанавливаются  но инфляция замедляется	1	Inflation in the West
January 24, 2022	rusplt.ru	https://rusplt.ru/abroad/yevropeiskie-aktsii-padayut-poskolku-61f40a2.html	европейские акции падают  поскольку трейдеры переваривают опасения по поводу инфляции	1	Inflation in the West
February 7, 2022	rusplt.ru	https://rusplt.ru/abroad/sampp-500-i-nasdaq-6206d09.html	s p     и nasdaq падают  поскольку инвесторы взвешивают инфляцию и напряженность в украине	1	Inflation in the West
February 21, 2022	rusplt.ru	https://rusplt.ru/abroad/potrebitelskii-spros-vse-yeshche-62153cc.html	потребительский спрос все еще растет  несмотря на растущую инфляцию  предупреждает бывший генеральный директор toys r  us	1	Inflation in the West
January 10, 2022	rusplt.ru	https://rusplt.ru/abroad/poslednie-dannie-po-inflyatsii-61df1fe.html	последние данные по инфляции в экономике сша	1	Inflation in the West
February 21, 2022	rusplt.ru	https://rusplt.ru/abroad/polnomasshtabnaya-ataka-rossii-na-621881b.html	полномасштабная атака россии на украину может привести к инфляции	1	Inflation in the West
February 14, 2022	rusplt.ru	https://rusplt.ru/abroad/malii-biznes-stolknulsya-s-620c365.html	малый бизнес столкнулся с финансовым кризисом из за роста инфляции	1	Inflation in the West
February 21, 2022	rusplt.ru	https://rusplt.ru/abroad/kak-igrat-v-inflyatsionnuyu-6213dc0.html	как играть в инфляционную торговлю в сша	1	Inflation in the West
January 10, 2022	rusplt.ru	https://rusplt.ru/abroad/investori-sosredotochilis-na-inflyatsii-61dd47c.html	инвесторы сосредоточились на инфляции в сша  инфляции	1	Inflation in the West
January 31, 2022	rusplt.ru	https://rusplt.ru/abroad/inflyatsiya-v-yevrozone-dostigla-61fa701.html	инфляция в еврозоне достигла нового рекордного уровня в преддверии ключевого политического совещания	1	Inflation in the West
February 14, 2022	rusplt.ru	https://rusplt.ru/abroad/inflyatsiya-v-ssha-uskorilas-6209a59.html	инфляция в сша ускорилась в январе  достигнув самого высокого уровня с      года	1	Inflation in the West
February 14, 2022	rusplt.ru	https://rusplt.ru/abroad/inflyatsiya-v-okruge-kolumbiya-620b4a0.html	инфляция в округе колумбия обходится в среднем в     долларов в месяц	1	Inflation in the West
January 3, 2022	rusplt.ru	https://rusplt.ru/abroad/inflyatsiya-v-germanii-zamedlyaetsya-61d70bb.html	инфляция в германии замедляется впервые за шесть месяцев	1	Inflation in the West
January 17, 2022	rusplt.ru	https://rusplt.ru/abroad/inflyatsiya-rastet-i-68-61e8fff.html	инфляция растет  и     американцев беспокоятся о своих финансах	1	Inflation in the West
February 14, 2022	rusplt.ru	https://rusplt.ru/abroad/inflyatsiya-prepodnesla-bolshe-syurprizov-6210165.html	инфляция преподнесла больше сюрпризов  чем считалось ранее	1	Inflation in the West
February 14, 2022	rusplt.ru	https://rusplt.ru/abroad/ekonomika-ssha-potrebitelei-ne-6210e67.html	экономика сша  потребителей не волнует рост инфляции	1	Inflation in the West
January 31, 2022	rusplt.ru	https://rusplt.ru/abroad/ekonomika-ssha-inflyatsiya-dolzhna-61f898f.html	экономика сша  инфляция должна замедлиться в      году  харрис	1	Inflation in the West
February 14, 2022	rusplt.ru	https://rusplt.ru/abroad/britanskie-rabotodateli-ozhidayut-povisheniya-6209fd9.html	британские работодатели ожидают повышения заработной платы  несмотря на инфляцию	1	Inflation in the West
February 7, 2022	rusplt.ru	https://rusplt.ru/abroad/aziatskie-rinki-padayut-posle-6205e37.html	азиатские рынки падают после инфляционного шока в сша	1	Inflation in the West
February 7, 2022	rusplt.ru	https://rusplt.ru/abroad/aziatskie-fondovie-indeksi-torguyutsya-6204969.html	азиатские фондовые индексы торгуются в преддверии данных по инфляции в сша	1	Inflation in the West
July 25, 2022	lenta.ru	https://lenta.ru/news/2022/07/28/infl/	сша решили снизить инфляцию через лимит цен на российскую нефть	1	Inflation in the West
July 4, 2022	lenta.ru	https://lenta.ru/news/2022/07/04/swi/	инфляция в европейской стране побила    летний рекорд	1	Inflation in the West
June 27, 2022	lenta.ru	https://lenta.ru/news/2022/07/02/inflation/	в германии назвали ответственного за высокую инфляцию в европе	1	Inflation in the West
June 27, 2022	lenta.ru	https://lenta.ru/news/2022/07/01/frg/	германии предрекли всплеск инфляции без поставок газа из россии	1	Inflation in the West
June 6, 2022	lenta.ru	https://lenta.ru/news/2022/06/10/rec2/	инфляция в сша побила рекорд прошлого века	1	Inflation in the West
June 6, 2022	lenta.ru	https://lenta.ru/news/2022/06/10/real_problem/	байден назвал инфляцию подлинным вызовом для сша	1	Inflation in the West
June 6, 2022	lenta.ru	https://lenta.ru/news/2022/06/09/niprichem/	путин ответил на попытки запада обвинить россию в рекордной инфляции	1	Inflation in the West
June 6, 2022	lenta.ru	https://lenta.ru/news/2022/06/09/eurotkz/	европа отказалась реагировать на рекордную инфляцию	1	Inflation in the West
May 30, 2022	lenta.ru	https://lenta.ru/news/2022/05/31/inflation/	в сша спрогнозировали замедление инфляции в течение года	1	Inflation in the West
May 16, 2022	lenta.ru	https://lenta.ru/news/2022/05/20/inflation/	экономист спрогнозировал резкий скачок инфляции в сша	1	Inflation in the West
May 9, 2022	lenta.ru	https://lenta.ru/news/2022/05/10/biden/	байден вновь назвал ситуацию вокруг украины причиной роста инфляции в сша	1	Inflation in the West
April 25, 2022	lenta.ru	https://lenta.ru/news/2022/04/27/usa/	раскрыты меры борьбы сша с рекордной инфляцией	1	Inflation in the West
April 18, 2022	lenta.ru	https://lenta.ru/news/2022/04/22/tame/	сша захотели  укротить  инфляцию	1	Inflation in the West
April 18, 2022	lenta.ru	https://lenta.ru/news/2022/04/21/infl/	инфляция в европе ускорилась	1	Inflation in the West
April 11, 2022	lenta.ru	https://lenta.ru/news/2022/04/15/inflyaciya/	на кипре рассказали о высокой инфляции в ес из за ситуации вокруг украины	1	Inflation in the West
April 11, 2022	lenta.ru	https://lenta.ru/news/2022/04/15/democracy/	в сша нашли причину рекордной инфляции	1	Inflation in the West
April 11, 2022	lenta.ru	https://lenta.ru/news/2022/04/14/shock/	ведущий fox business варни назвал инфляцию в сша невиданным шоком	1	Inflation in the West
April 11, 2022	lenta.ru	https://lenta.ru/news/2022/04/14/inflation/	байден обвинил россию в росте инфляции в сша	1	Inflation in the West
April 11, 2022	lenta.ru	https://lenta.ru/news/2022/04/13/economy/	оценено влияние инфляции в сша на мировую экономику	1	Inflation in the West
April 11, 2022	lenta.ru	https://lenta.ru/news/2022/04/13/70pc/	байден назвал виновного в инфляции в сша	1	Inflation in the West
January 10, 2022	vedomosti.ru	https://www.vedomosti.ru/press_releases/2022/01/13/bank-otkritie-godovaya-inflyatsiya-v-ssha-obnovila-maksimumi-pochti-za-40-let	банк  открытие   годовая инфляция в сша обновила максимумы почти за    лет   ведомости	1	Inflation in the West
July 25, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/07/29/933699-godovaya-inflyatsiya-v-evrozone-obnovila	годовая инфляция в еврозоне обновила исторический рекорд	1	Inflation in the West
July 4, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/07/04/929757-ssha-mogut-smyagchit-ogranicheniya-na-import	сша могут смягчить ограничения на импорт из китая для сдерживания инфляции	1	Inflation in the West
June 20, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/06/22/927990-situatsiya-na-ukraine-ne-yavlyaetsya-osnovnoi-prichinoi-inflyatsii	глава фрс  ситуация на украине не является основной причиной инфляции в сша	1	Inflation in the West
June 13, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/06/17/927095-medvedev-svyazal-inflyatsiyu-v-ssha-s-nerazumnoi-politikoi	медведев связал инфляцию и рост цен на бензин в сша с неразумной политикой	1	Inflation in the West
June 6, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/06/10/926108-v-mae-inflyatsiya-v-ssha-uskorilas-do-novogo-maksimuma-s-dekabrya-1981-goda	инфляция в сша в мае ускорилась до нового максимума с декабря      года	1	Inflation in the West
June 6, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/06/09/925837-baiden-nazval-proklyatiem-uroven-inflyatsii	байден назвал проклятием высокий уровень инфляции в сша	1	Inflation in the West
June 6, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/06/06/925292-putin-inflyatsii-bednosti	путин заявил о росте инфляции и бедности в мире из за западных санкций	1	Inflation in the West
May 9, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/05/11/921592-inflyatsiya-v-ssha-zamedlilas-vpervie-s-avgusta-2021-goda	инфляция в сша замедлилась впервые с августа      года	1	Inflation in the West
April 11, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/04/13/917895-baiden-obyasnil-inflyatsiyu-v-ssha-spetsoperatsiei-rossii	байден объяснил рост инфляции в сша спецоперацией россии на украине	1	Inflation in the West
April 11, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/04/12/917760-inflyatsiya-ssha-v-marte	годовая инфляция в сша в марте достигла максимума с      года	1	Inflation in the West
March 14, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/03/17/913961-godovaya-inflyatsiya-v-evrozone-snova-dostigla-istoricheskogo-maksimuma	годовая инфляция в еврозоне снова достигла исторического максимума	1	Inflation in the West
January 10, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/01/12/904488-godovaya-inflyatsiya-v-ssha-dekabre-dostigla-maksimuma-iyunya-1982-goda	годовая инфляция в сша в декабре достигла максимума с июня      года	1	Inflation in the West
January 3, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/news/2022/01/07/903873-godovaya-inflyatsiya-v-evrozone-ustanovila-novii-rekord	годовая инфляция в еврозоне установила новый исторический рекорд	1	Inflation in the West
July 18, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/articles/2022/07/21/932515-inflyatsiya-evropeitsev-sokraschat-rashodi	инфляция вынудила европейцев сокращать расходы на рестораны и автомобильные поездки	1	Inflation in the West
January 10, 2022	vedomosti.ru	https://www.vedomosti.ru/economics/articles/2022/01/14/904814-perioda-visokoi-inflyatsii	экономические власти назвали продолжительность периода высокой инфляции	1	Inflation in the West
January 31, 2022	vedomosti.ru	https://www.vedomosti.ru/business/news/2022/01/31/907051-krupneishie-seti-fastfuda-sokraschayut-chislo-blyud-so-skidkami-iz-za-visokoi-inflyatsii	сети фастфуда в сша сокращают число блюд со скидками из за инфляции	1	Inflation in the West
June 13, 2022	runews24.ru	https://runews24.ru/world/19/06/2022/48b248634d4a044cf05686f8c3fa32c9	конгрессмен гуден  рекордные цены на бензин и инфляция будут  убийственными  для байдена	1	Inflation in the West
May 16, 2022	runews24.ru	https://runews24.ru/world/17/05/2022/39e5a36d116fec10fb22fd7c00e80624	основатель amazon джефф безос  инфляция в сша достигла рекорда за последние    лет	1	Inflation in the West
January 10, 2022	runews24.ru	https://runews24.ru/world/12/01/2022/a33fc84c5bc852ea48fe6bf62bfe17cb	уровень годовой инфляции в сша достиг максимума с      года	1	Inflation in the West
June 6, 2022	runews24.ru	https://runews24.ru/society/08/06/2022/d458e07f751d047f75287909d413298c	журналист стюарт варни  жители сша теряют  американскую мечту из за инфляции	1	Inflation in the West
June 13, 2022	runews24.ru	https://runews24.ru/politics/18/06/2022/8de403a82c03938a5d8ec722599c3544	американцы оценили ответ президента россии на слова байдена о  путинской инфляции  в сша	1	Inflation in the West
June 6, 2022	runews24.ru	https://runews24.ru/politics/11/06/2022/e9dc65b8bdcb00f5b1d625d4efc6ede0	полянский  попытка байдена обвинить россию в росте инфляции в сша является неубедительной	1	Inflation in the West
July 11, 2022	runews24.ru	https://runews24.ru/finance/14/07/2022/8008b7e1e99395e1c26d0f49df77ca87	золото подешевело на фоне роста курса доллара из за рекордной инфляции в сша	1	Inflation in the West
May 16, 2022	runews24.ru	https://runews24.ru/economy/20/05/2022/6d49863d4705522645c0212c3bd0b09f	экономист антон лосев  сша ждет резкий скачок инфляции	1	Inflation in the West
May 9, 2022	runews24.ru	https://runews24.ru/economy/09/05/2022/1b03251b7dfb1f31984444a2cf18f890	экономист гончарова оценила высокие показатели инфляции в сша	1	Inflation in the West
April 4, 2022	runews24.ru	https://runews24.ru:443/world/10/04/2022/634426s328b3478570bbfca490ee46c9	трамп заявил  что байден спровоцировал рост инфляции и цен на газ в сша	1	Inflation in the West
July 4, 2022	runews24.ru	https://runews24.ru:443/world/05/07/2022/d047c3923d0b7739584a6f4b80490905	сенатор круз указал на ошибку байдена в его словах об инфляции в сша	1	Inflation in the West
June 20, 2022	runews24.ru	https://runews24.ru:443/politics/24/06/2022/52e06010e7c4bd4280f22811a2ebe992	владимир путин  резкое усиление инфляции на западе   результат безответственной работы g	1	Inflation in the West
March 7, 2022	runews24.ru	https://runews24.ru:443/politics/10/03/2022/654840e7375382f561d9ffb92a26a2d0	байден констатировал в сша рекордную за    лет инфляцию из за санкций против россии	1	Inflation in the West
April 18, 2022	runews24.ru	https://runews24.ru:443/finance/21/04/2022/804b34d7105c3b6f9e4a686a82bdfe22	немецкий экономист майер  инфляция в ес может уничтожить евро	1	Inflation in the West
June 20, 2022	runews24.ru	https://runews24.ru:443/economy/20/06/2022/e2935d83f45b2361ca9deff18344624c	министр финансов сша йеллен заявила о неприемлемо высокой инфляции в стране	1	Inflation in the West
January 10, 2022	runews24.ru	https://runews24.ru:443/economy/12/01/2022/01f169d515251ac30913bacd7d9bee0c	глава фрс сша не исключает повышения процентной ставки для снижения инфляции	1	Inflation in the West
June 6, 2022	runews24.ru	https://runews24.ru:443/economy/09/06/2022/2fa804b1974d33bd702c44b857acfeea	джо байден  высокая инфляция в сша   это  проклятье	1	Inflation in the West
June 27, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4812943/	германию предупредили о всплеске инфляции из за сокращения поставок российского газа	1	Inflation in the West
June 13, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4794859/	конгрессмен гуден  рост инфляции и цен на бензин в сша станут  убийственными  для байдена	1	Inflation in the West
June 13, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4794820/	sky news  в лондоне начались протесты из за рекордной инфляции в стране	1	Inflation in the West
June 13, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4794065/	американцы восхитились ответом путина на слова байдена об инфляции в сша	1	Inflation in the West
June 13, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4793600/	путин заявил  что российские власти подавили инфляционный всплеск	1	Inflation in the West
June 13, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4787653/	годовая инфляция в германии достигла исторического рекорда в	1	Inflation in the West
June 6, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4784905/	байден попытался возложить вину за инфляцию в сша на россию	1	Inflation in the West
June 6, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4782240/	байден назвал  проклятием  рекордную инфляцию в сша	1	Inflation in the West
April 25, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4727306/	годовая инфляция в германии достигла исторического рекорда в апреле      года	1	Inflation in the West
April 11, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4710911/	медведев заявил  что антироссийские санкции могут привести к гиперинфляции в европе	1	Inflation in the West
April 11, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4707058/	ведущий fox business назвал инфляцию в сша шоком  которого не видели последние    лет	1	Inflation in the West
April 11, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4706242/	рост инфляции сша грозит мировой экономике риском рецессии	1	Inflation in the West
April 11, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4704654/	байден обвинил россию в росте инфляции в сша на	1	Inflation in the West
March 7, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4659997/	байден заявил  что на рекордную за    лет инфляцию в сша повлияли санкции против россии	1	Inflation in the West
February 7, 2022	pda.kp.ru	https://pda.kp.ru/online/news/4625063/	в сша годовая инфляция снова побила исторический максимум	1	Inflation in the West
June 20, 2022	pda.kp.ru	https://pda.kp.ru/daily/27409/4606879/	инфляция ударила по европейским гастрономическим символам	1	Inflation in the West
July 18, 2022	mk.ru	https://www.mk.ru/politics/2022/07/20/financial-times-v-velikobritanii-rastet-nedovolstvo-progressiruyushhey-inflyaciey.html	financial times  в великобритании растет недовольство прогрессирующей инфляцией	1	Inflation in the West
June 20, 2022	mk.ru	https://www.mk.ru/politics/2022/06/24/putin-nazval-rost-inflyacii-na-zapade-rezultatom-bezotvetstvennoy-politiki.html	путин назвал рост инфляции на западе результатом безответственной политики	1	Inflation in the West
June 20, 2022	mk.ru	https://www.mk.ru/politics/2022/06/23/glava-frs-ssha-otverg-versiyu-baydena-o-putinskoy-inflyacii.html	глава фрс сша отверг версию байдена о  путинской инфляции	1	Inflation in the West
June 13, 2022	mk.ru	https://www.mk.ru/politics/2022/06/18/polzovateley-twitter-iz-ssha-vpechatlili-slova-putina-ob-inflyacii.html	пользователей twitter из сша впечатлили слова путина об инфляции	1	Inflation in the West
June 13, 2022	mk.ru	https://www.mk.ru/politics/2022/06/17/putin-ocenil-putinskuyu-inflyaciyu-na-zapade.html	путин оценил  путинскую инфляцию  на западе	1	Inflation in the West
June 6, 2022	mk.ru	https://www.mk.ru/politics/2022/06/10/bayden-nazval-inflyaciyu-v-ssha-putinskim-nalogom.html	байден назвал инфляцию в сша  путинским налогом	1	Inflation in the West
July 25, 2022	mk.ru	https://www.mk.ru/economics/2022/07/28/ssha-nazvali-potolok-cen-na-rossiyskuyu-neft-sposobom-snizit-inflyaciyu.html	сша назвали потолок цен на российскую нефть способом снизить инфляцию	1	Inflation in the West
June 27, 2022	mk.ru	https://www.mk.ru/economics/2022/07/01/strany-pribaltiki-stali-liderami-po-inflyacii-v-evrope.html	страны прибалтики стали лидерами по инфляции в европе	1	Inflation in the West
June 13, 2022	mk.ru	https://www.mk.ru/economics/2022/06/17/putin-zayavil-chto-rossii-udalos-podavit-inflyacionnyy-vsplesk.html	путин заявил  что россии удалось подавить инфляционный всплеск	1	Inflation in the West
June 6, 2022	mk.ru	https://www.mk.ru/economics/2022/06/08/ekonomist-kolganov-predrek-uskorenie-globalnoy-inflyacii-izza-politiki-zapada.html	экономист колганов предрек ускорение глобальной инфляции из за политики запада	1	Inflation in the West
June 6, 2022	mk.ru	https://www.mk.ru/economics/2022/06/06/cnn-ssha-grozit-recessiya-izza-slabosti-vlasti-v-borbe-s-inflyaciey.html	cnn  сша грозит рецессия из за слабости власти в борьбе с инфляцией	1	Inflation in the West
May 30, 2022	mk.ru	https://www.mk.ru/economics/2022/06/01/v-minfine-ssha-zayavili-chto-nedoocenili-inflyacionnye-riski.html	в минфине сша заявили  что недооценили инфляционные риски	1	Inflation in the West
April 18, 2022	mk.ru	https://www.mk.ru/economics/2022/04/19/bayden-priznal-chto-rf-ne-pervaya-prichina-vysokoy-inflyacii-v-ssha.html	байден признал  что рф не первая причина высокой инфляции в сша	1	Inflation in the West
April 11, 2022	mk.ru	https://www.mk.ru/economics/2022/04/17/germanii-predskazali-10procentnuyu-inflyaciyu-pri-ogranichenii-importa-energoresursov-iz-rossii.html	германии предсказали    процентную инфляцию при ограничении импорта энергоресурсов из россии	1	Inflation in the West
April 11, 2022	mk.ru	https://www.mk.ru/economics/2022/04/15/minfin-kipra-zayavil-ob-inflyacii-kotoruyu-evropa-ne-videla-desyatiletiyami.html	минфин кипра заявил об инфляции  которую европа не видела десятилетиями	1	Inflation in the West
July 4, 2022	kommersant.ru	https://www.kommersant.ru/doc/5446077	у европейской инфляции не садятся батарейки	1	Inflation in the West
June 6, 2022	kommersant.ru	https://www.kommersant.ru/doc/5393400	глава минфина сша назвала неприемлемым уровень инфляции в стране	1	Inflation in the West
May 16, 2022	kommersant.ru	https://www.kommersant.ru/doc/5356209	фрс продолжит повышать процентную ставку для снижения инфляции в сша	1	Inflation in the West
May 9, 2022	kommersant.ru	https://www.kommersant.ru/doc/5347990	годовая инфляция в сша в апреле достигла	1	Inflation in the West
