Week of fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
17 January 2022	anna-news.info	https://anna-news.info/ukrainu-prodolzhayut-nakachivat-oruzhiem/	украину продолжают накачивать оружием	True	4206	(?=.*).*	(оруж)	(накач)
23 May 2022	fedpress.ru	https://fedpress.ru/news/northern-america/policy/3014516	посол антонов призвал сша прекратить накачивать украину оружием   северная америка	True	447326	(?=.*).*	(оруж)	(накач)
6 June 2022	ria.ru	https://ria.ru/20220608/moldaviya-1794019430.html	захарова предупредила об опасности накачки молдавии натовским оружием	True	226437	(?=.*).*	(оруж)	(накач)
6 June 2022	ria.ru	https://ria.ru/20220612/turtsiya-1794902041.html	в турции заявили  что накачка греции оружием может привести к конфликту	True	232920	(?=.*).*	(оруж)	(накач)
13 June 2022	ria.ru	https://ria.ru/20220617/ukraina-1795976839.html	экс помощник рейгана назвал опасные последствия накачки украины оружием	True	227340	(?=.*).*	(оруж)	(накач)
13 June 2022	rt.com	https://russian.rt.com/world/article/1016176-ssha-ukraina-oruzhie-eskalaciya	дорога к прямой конфронтации   россия предупредила сша о рисках дальнейшей накачки украины оружием	True	251709	(?=.*).*	(оруж)	(накач)
13 June 2022	regnum.ru	https://regnum.ru/news/polit/3620596.html	накачивать украину западным оружием бессмысленно   песков	True	401867	(?=.*).*	(оруж)	(накач)
20 June 2022	regnum.ru	https://regnum.ru/news/3625264.html	посол рф назвал визит джонсона попыткой прикрыть накачку киева оружием	True	402400	(?=.*).*	(оруж)	(накач)
27 June 2022	regnum.ru	https://regnum.ru/news/3630007.html	красносельский  молдавию накачивают оружием  как грузию перед      годом	True	389314	(?=.*).*	(оруж)	(накач)
7 February 2022	lenta.ru	https://lenta.ru/news/2022/02/12/masshtabnaya_nakachka/	путин заявил о  масштабной накачке  украины вооружением	True	281772	(?=.*).*	(оруж)	(накач)
7 February 2022	lenta.ru	https://lenta.ru/news/2022/02/12/masshtabnaya_nakachka/	путин заявил о масштабной накачке украины вооружением	True	281773	(?=.*).*	(оруж)	(накач)
7 February 2022	lenta.ru	https://lenta.ru/news/2022/02/12/sankk/	в мид россии заявили о накачке украины вооружением	True	281585	(?=.*).*	(оруж)	(накач)
21 February 2022	lenta.ru	https://lenta.ru/news/2022/02/22/oruzhiee/	небензя обвинил запад в  беззастенчивом накачивании  украины оружием	True	278661	(?=.*).*	(оруж)	(накач)
4 April 2022	lenta.ru	https://lenta.ru/news/2022/04/05/lethal/	россия призвала сша прекратить накачивать украину летальным оружием	True	276782	(?=.*).*	(оруж)	(накач)
14 March 2022	pravda.ru	https://www.pravda.ru/news/world/1690870-es_ukraina_oruzhie/	в италии увидели опасность в накачке украины оружием	True	341148	(?=.*).*	(оруж)	(накач)
28 March 2022	mk.ru	https://www.mk.ru/politics/2022/03/28/amerikanskiy-zhurnalist-ssha-s-2014-goda-nakachivali-ukrainu-oruzhiem.html	американский журналист  сша с      года  накачивали  украину оружием	True	141730	(?=.*).*	(оруж)	(накач)
6 June 2022	riafan.ru	https://riafan.ru/23482278-navyazannaya_konfrontatsiya_ekspert_mendkovich_ob_yasnil_gotovnost_parizha_nakachivat_kiev_oruzhiem	навязанная конфронтация  эксперт мендкович объяснил готовность парижа накачивать киев оружием	True	437114	(?=.*).*	(оруж)	(накач)
25 April 2022	xakac.info	https://xakac.info/news/100448	сша начинают накачивать оружием грузию	True	91107	(?=.*).*	(оруж)	(накач)
18 April 2022	argumenti.ru	https://argumenti.ru/army/2022/04/769176	сша  британия и канада усиленно накачивают украину тяжёлым вооружением	True	492535	(?=.*).*	(оруж)	(накач)
2 May 2022	argumenti.ru	https://argumenti.ru/politics/2022/05/770772	василий небензя  ряд стран делают из украины плацдарм для битвы с россией  накачивая киев вооружениями	True	487581	(?=.*).*	(оруж)	(накач)
9 May 2022	argumenti.ru	https://argumenti.ru/politics/2022/05/771583	медведев  учения нато у границ россии и накачивание украины оружием повышают вероятность прямого конфликта блока с москвой	True	487818	(?=.*).*	(оруж)	(накач)
9 May 2022	argumenti.ru	https://argumenti.ru/politics/2022/05/771606	политолог аслан рубаев   мы видим  как уничтожается европа  как борцы за мир и свободу накачивают оружием украину	True	487830	(?=.*).*	(оруж)	(накач)
24 January 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/01/29/17210623.shtml	в россии объяснили  к чему приведет накачка киевского режима оружием сша   газета ru	True	313911	(?=.*).*	(оруж)	(накач)
28 March 2022	rt.com	https://russian.rt.com/world/article/983973-ssha-switchblade-ukraina-postavka	второй афганистан  зачем сша продолжают накачивать украину оружием	True	240162	(?=.*).*	(оруж)	(накач)
7 February 2022	tass.ru	https://tass.ru/politika/13692591	ушаков  сша раздувают истерию вокруг  вторжения   параллельно накачивая киев оружием	True	267010	(?=.*).*	(оруж)	(накач)
17 January 2022	vesti.ru	https://www.vesti.ru/article/2666203	украину накачивают вооружением и подталкивают к гражданской войне	True	7269	(?=.*).*	(оруж)	(накач)
23 May 2022	regnum.ru	https://regnum.ru/news/3603809.html	посол рф в сша предупредил о рисках из за накачки украины вооружениями	True	382683	(?=.*).*	(оруж)	(накач)
17 January 2022	pravda.ru	https://www.pravda.ru/world/1676157-evrobezopasnost/	свежо предание  говоря о безопасности  запад накачивает украину оружием	True	341271	(?=.*).*	(оруж)	(накач)
24 January 2022	pravda.ru	https://www.pravda.ru/news/world/1678742-ukraina/	посольство рф предупредило о  безостановочной накачке вашингтоном киевского режима новыми вооружениями	True	348301	(?=.*).*	(оруж)	(накач)
6 June 2022	mk.ru	https://www.mk.ru/politics/2022/06/12/tureckiy-ekspert-rezko-vyskazalsya-po-povodu-nakachki-grecii-oruzhiem.html	турецкий эксперт резко высказался по поводу накачки греции оружием	True	148015	(?=.*).*	(оруж)	(накач)
14 February 2022	riafan.ru	https://riafan.ru/1608580-zaharova-zapad-sozdaet-informacionnuyu-zavesu-dlya-nakachki-ukrainy-oruzhiem	захарова  запад создает информационную завесу для накачки украины оружием	True	411792	(?=.*).*	(оруж)	(накач)
28 February 2022	riafan.ru	https://riafan.ru/1618748-obrushit-vse-eto-na-rossiyu-suraikin-obyasnil-cel-nakachki-ukrainy-vooruzheniem	обрушить все это на россию  сурайкин объяснил цель  накачки  украины вооружением	True	412880	(?=.*).*	(оруж)	(накач)
7 February 2022	regnum.ru	https://regnum.ru/news/3501663.html	небензя заявил о накачке киева странами запада наступательным оружием	True	380071	(?=.*).*	(оруж)	(накач)
7 February 2022	regnum.ru	https://regnum.ru/news/3505861.html	зампостпреда рф при оон заявил  что накачка украины оружием продолжится	True	379489	(?=.*).*	(оруж)	(накач)
21 March 2022	pda.kp.ru	https://pda.kp.ru/online/news/4679185/	захарова заявила  что страны   члены нато продолжают накачку украины оружием	True	331051	(?=.*).*	(оруж)	(накач)
25 April 2022	pda.kp.ru	https://pda.kp.ru/online/news/4723731/	лавров заявил  что переговоры по украине вряд ли будут результативными  если киев продолжат накачивать оружием	True	339437	(?=.*).*	(оруж)	(накач)
23 May 2022	riafan.ru	https://riafan.ru/23459768-infobrics_nakachka_ukraini_zapadnim_oruzhiem_stanet_ugrozoi_dlya_grazhdanskoi_aviatsii	infobrics  накачка украины западным оружием станет угрозой для гражданской авиации	True	420755	(?=.*).*	(оруж)	(накач)
28 February 2022	vz.ru	https://vz.ru/news/2022/3/3/1146758.html	взгляд   рябков счел накачку киева вооружениями отражением политики запада в стиле  все средства хороши     новости дня	True	167619	(?=.*).*	(оруж)	(накач)
4 July 2022	regnum.ru	https://regnum.ru/news/3639543.html	в россии предупредили молдавию о последствиях от  накачки  оружием нато	True	396314	(?=.*).*	(оруж)	(накач)
24 January 2022	tass.ru	https://tass.ru/mezhdunarodnaya-panorama/13535073	в лнр назвали инициативу о поставках оружия из рф ответом на военную накачку киева западом	True	260565	(?=.*).*	(оруж)	(накач)
7 February 2022	vesti.ru	https://www.vesti.ru/article/2673961	воздушный мост  сша торопятся накачать европу оружием	True	12000	(?=.*).*	(оруж)	(накач)
7 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/kreml-putin-ukazal-makronu-na-nakacku-ukrainy-oruziem.html	кремль  путин указал макрону на накачку украины оружием	True	536288	(?=.*).*	(оруж)	(накач)
7 February 2022	vestikavkaza.ru	https://vestikavkaza.ru/news/ssa-prodolzaut-nakacivat-ukrainu-oruziem.html	сша продолжают  накачивать  украину оружием	True	536559	(?=.*).*	(оруж)	(накач)
18 April 2022	regnum.ru	https://regnum.ru/news/3570947.html	страны g  планируют накачку украины оружием ещё на     млрд	True	380587	(?=.*).*	(оруж)	(накач)
2 May 2022	regnum.ru	https://regnum.ru/news/3583851.html	джонсон пообещал форсировать накачку киевского режима оружием	True	361767	(?=.*).*	(оруж)	(накач)
24 January 2022	kommersant.ru	https://www.kommersant.ru/doc/5192469	посольство рф  сша подстрекают украину на силовые авантюры в донбассе накачкой оружием	True	508942	(?=.*).*	(оруж)	(накач)
4 April 2022	kommersant.ru	https://www.kommersant.ru:443/doc/5295439	в кремле считают  что  накачка  украины оружием не способствует успеху переговоров	True	508029	(?=.*).*	(оруж)	(накач)
11 July 2022	riafan.ru	https://riafan.ru/23532063-leonkov_predrek_polnoe_unichtozhenie_oruzhiya_kotorim_ssha_nakachivayut_ukrainu	леонков предрек полное уничтожение оружия  которым сша накачивают украину	True	429218	(?=.*).*	(оруж)	(накач)
11 July 2022	riafan.ru	https://riafan.ru/23540065-ischenko_ob_yasnil_zachem_na_samom_dele_ssha_nakachivayut_ukrainu_oruzhiem	ищенко объяснил  зачем на самом деле сша накачивают украину оружием	True	428029	(?=.*).*	(оруж)	(накач)
31 January 2022	argumenti.ru	https://argumenti.ru/world/2022/02/757596	пушков о главных антироссийских санкциях  угрозы сша и европы призваны сорвать реакцию россии на накачку украины оружием	True	494040	(?=.*).*	(оруж)	(накач)
7 February 2022	argumenti.ru	https://argumenti.ru/politics/2022/02/758810	постпред россии при оон небензя  запад накачивает украину наступательным оружием	True	491653	(?=.*).*	(оруж)	(накач)
7 February 2022	argumenti.ru	https://argumenti.ru/world/2022/02/759468	отставной полковник баранец  европе  достанется беспощадно  от российских  кинжалов   если сша  накачают  ее ядерным оружием	True	491671	(?=.*).*	(оруж)	(накач)
28 February 2022	argumenti.ru	https://argumenti.ru/politics/2022/03/762178	в мид россии констатировали  запад продолжает накачивать украину вооружением	True	489414	(?=.*).*	(оруж)	(накач)
7 February 2022	rg.ru	https://rg.ru/2022/02/11/shojgu-obiasnil-britanskomu-kollege-riski-nakachivaniia-oruzhiem-otdelnyh-stran.html	шойгу объяснил британскому коллеге риски накачивания оружием отдельных стран	True	157501	(?=.*).*	(оруж)	(накач)
24 January 2022	riafan.ru	https://riafan.ru/1594221-politolog-satanovskii-zapad-nakachivaet-ukrainu-oruzhiem-pered-provokaciei-v-donbasse	политолог сатановский  запад  накачивает  украину оружием перед провокацией в донбассе	True	415261	(?=.*).*	(оруж)	(накач)
7 February 2022	riafan.ru	https://riafan.ru/1603163-putin-zayavil-o-prodolzhenii-nakachki-ukrainy-oruzhiem-nato	путин заявил о продолжении накачки украины оружием нато	True	407979	(?=.*).*	(оруж)	(накач)
7 February 2022	riafan.ru	https://riafan.ru/1605999-zaharova-obvinila-ssha-i-velikobritaniyu-v-nakachke-kieva-oruzhiem-dlya-silovoi-akcii	захарова обвинила сша и великобританию в накачке киева оружием для силовой акции	True	419035	(?=.*).*	(оруж)	(накач)
14 February 2022	tass.ru	https://tass.ru/politika/13776661	антонов заявил  что россию беспокоит накачка украины оружием	True	264759	(?=.*).*	(оруж)	(накач)
30 May 2022	runews24.ru	https://runews24.ru:443/politics/02/06/2022/673d54s906f7857ca3b9e6ca3b52cc1a	дмитрий песков  накачивание западным оружием лишь усилит страдания украины	True	470501	(?=.*).*	(оруж)	(накач)
13 June 2022	lenta.ru	https://lenta.ru/news/2022/06/18/confrontaciya/	антонов назвал накачку украины вооружениями путем к конфронтации россии и сша	True	286571	(?=.*).*	(оруж)	(накач)
25 April 2022	pravda.ru	https://www.pravda.ru/news/politics/1702213-postavki_vooruzhenija/	антонов  накачивание киева вооружением не способствует мирному разрешению конфликта	True	351534	(?=.*).*	(оруж)	(накач)
25 April 2022	pravda.ru	https://www.pravda.ru/news/politics/1702213-postavki_vooruzhenija/	накачивание киева вооружением не способствует мирному разрешению конфликта	True	351536	(?=.*).*	(оруж)	(накач)
23 May 2022	pnp.ru	https://www.pnp.ru/politics/kitayskaya-gazeta-obyasnila-zachem-ssha-nakachivayut-mir-ustarevshim-oruzhiem.html	китайская газета объяснила  зачем сша накачивают мир устаревшим оружием	True	71679	(?=.*).*	(оруж)	(накач)
25 April 2022	riafan.ru	https://riafan.ru/23157718-lavrov_zapad_dolzhen_perestat_nakachivat_ukrainu_vooruzheniem	лавров  запад должен перестать накачивать украину вооружением	True	414250	(?=.*).*	(оруж)	(накач)
2 May 2022	riafan.ru	https://riafan.ru/23162847-milonov_zapad_nakachivaet_ukrainu_oruzhiem_dlya_zatyagivaniya_operatsii_rossii	милонов  запад накачивает украину оружием для затягивания операции россии	True	415028	(?=.*).*	(оруж)	(накач)
17 January 2022	trud.ru	https://www.trud.ru/article/21-01-2022/1411800_ukrainu_nakachivajut_oruzhiem_dlja_podgotovki_k_provokatsii_senator.html	украину  накачивают  оружием для подготовки к провокации   сенатор	True	270839	(?=.*).*	(оруж)	(накач)
7 February 2022	ria.ru	https://ria.ru/20220208/oruzhie-1771573948.html	путин заявил  что члены нато продолжают накачивать украину оружием	True	208251	(?=.*).*	(оруж)	(накач)
28 February 2022	pda.kp.ru	https://pda.kp.ru/online/news/4654672/	захарова призвала ес и нато прекратить накачку киевского режима оружием	True	326970	(?=.*).*	(оруж)	(накач)
7 February 2022	pda.kp.ru	https://pda.kp.ru/online/news/4622138/	постпред россии при оон заявил  что запад накачивает украину наступательным оружием	True	333359	(?=.*).*	(оруж)	(накач)
7 February 2022	pnp.ru	https://www.pnp.ru/politics/v-mid-zayavili-o-bystrykh-tempakh-nakachki-ukrainy-zapadnym-oruzhiem.html	в мид заявили о быстрых темпах  накачки  украины западным оружием	True	66263	(?=.*).*	(оруж)	(накач)
21 March 2022	pnp.ru	https://www.pnp.ru/politics/v-posolstve-rf-prizvali-zapad-prekratit-nakachivat-kiev-oruzhiem.html	в посольстве рф призвали запад прекратить накачивать киев оружием	True	64269	(?=.*).*	(оруж)	(накач)
13 June 2022	aif.ru	https://aif.ru/politics/v_turcii_zayavili_chto_nakachka_grecii_oruzhiem_mozhet_privesti_k_konfliktu	в турции заявили  что накачка греции оружием может привести к конфликту	True	177261	(?=.*).*	(оруж)	(накач)
13 June 2022	aif.ru	https://aif.ru/politics/world/antonov_nakachka_ukrainy_oruzhiem_yavlyaetsya_putem_k_konfrontacii_rf_i_ssha	антонов  накачка украины оружием является путем к конфронтации рф и сша	True	181368	(?=.*).*	(оруж)	(накач)
13 June 2022	gazeta.ru	https://www.gazeta.ru/politics/news/2022/06/18/17955932.shtml	посол антонов назвал накачку украины оружием путем к конфронтации россии и сша   газета ru	True	313102	(?=.*).*	(оруж)	(накач)
11 April 2022	riafan.ru	https://riafan.ru/22908422-politolog_martinov_nakachivaya_ukrainu_oruzhiem_zapad_voyuet_s_rossiei	политолог мартынов  накачивая украину оружием  запад воюет с россией	True	425763	(?=.*).*	(оруж)	(накач)
11 April 2022	riafan.ru	https://riafan.ru/22925438-politolog_perendzhiev_zapad_pod_vidom_pomoschi_ukraine_nakachivaet_oruzhiem_evropeiskih_prestupnikov	политолог перенджиев  запад под видом помощи украине накачивает оружием европейских преступников	True	421473	(?=.*).*	(оруж)	(накач)
11 April 2022	riafan.ru	https://riafan.ru/23018078-nakachat_oruzhiem_i_razvalit_pochemu_zapad_hochet_povtoreniya_afganskogo_stsenariya_na_ukraine	накачать оружием и развалить  почему запад хочет повторения афганского сценария на украине	True	416833	(?=.*).*	(оруж)	(накач)
11 April 2022	riafan.ru	https://riafan.ru/23078547-_strani_nato_nakachivali_ukrainu_oruzhiem_ne_odin_mesyats_zelenskii_gotovilsya_k_napadeniyu_na_donbass	страны нато накачивали украину оружием не один месяц   зеленский готовился к нападению на донбасс	True	424956	(?=.*).*	(оруж)	(накач)
18 April 2022	riafan.ru	https://riafan.ru/23113237-ssha_otreagirovali_na_notu_protesta_rossii_iz_za_nakachki_ukraini_oruzhiem	сша отреагировали на ноту протеста россии из за  накачки  украины оружием	True	405791	(?=.*).*	(оруж)	(накач)
18 April 2022	riafan.ru	https://riafan.ru/23113292-polyanskii_ob_yasnil_stremlenie_zapadnih_stran_nakachivat_ukrainu_oruzhiem	полянский объяснил стремление западных стран  накачивать  украину оружием	True	417482	(?=.*).*	(оруж)	(накач)
18 April 2022	riafan.ru	https://riafan.ru/23115810-k_chemu_privedet_nakachivanie_ukraini_zapadnim_oruzhiem_i_den_gami_obsudyat_v_patriote_	к чему приведет накачивание украины западным оружием и деньгами  обсудят в  патриоте	True	434333	(?=.*).*	(оруж)	(накач)
25 April 2022	riafan.ru	https://riafan.ru/23150440-aleksei_selivanov_nakachka_ukraini_oruzhiem_stanet_problemoi_dlya_vsego_mira	алексей селиванов  накачка украины оружием станет проблемой для всего мира	True	429328	(?=.*).*	(оруж)	(накач)
23 May 2022	tvzvezda.ru	https://tvzvezda.ru/news/2022528640-DKKE4.html	посол рф в сша призвал прекратить бессмысленную накачку оружием украины	True	483411	(?=.*).*	(оруж)	(накач)
30 May 2022	tvzvezda.ru	https://tvzvezda.ru/news/202262136-yQLi2.html	в кремле заявили  что накачивание киева оружием не меняет всех параметров спецоперации	True	487016	(?=.*).*	(оруж)	(накач)
13 June 2022	tvzvezda.ru	https://tvzvezda.ru/news/2022618821-aPagD.html	антонов предупредил  что накачивание украины оружием ведет к конфронтации между рф и сша	True	484275	(?=.*).*	(оруж)	(накач)
16 May 2022	ria.ru	https://ria.ru/20220519/ukraina-1789548606.html	глава мид китая выступил против накачки украины оружием	True	221296	(?=.*).*	(оруж)	(накач)
9 May 2022	overclockers.ru	https://overclockers.ru/blog/RoadToKnowledge/show/67055/medvedev-prodolzhajuscheesya-nakachivanie-ukrainy-oruzhiem-mozhet-privesti-k-yadernoj-vojne	медведев  продолжающееся накачивание украины оружием может привести к ядерной войне	True	5594	(?=.*).*	(оруж)	(накач)
25 April 2022	pnp.ru	https://www.pnp.ru/politics/nikonov-rasskazal-dlya-chego-zapad-nakachival-oruzhiem-ukrainu.html	никонов рассказал  для чего запад накачивал оружием украину	True	58079	(?=.*).*	(оруж)	(накач)
21 February 2022	ren.tv	https://ren.tv/news/v-mire/942614-nebenzia-obvinil-zapad-v-bezzastenchivoi-nakachke-ukrainy-oruzhiem	небензя обвинил запад в беззастенчивой накачке украины оружием	True	49636	(?=.*).*	(оруж)	(накач)
