Week of fetchdate_orig	OR and OR2 and AND filters	title_new	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
18 July 2022	True	медведев пообещал  пошире  отодвинуть всу в донбассе	204492	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	лнр  всу разместили зрк у населенного пункта в донбассе	353858	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр сообщили о бронетехнике всу в городе счастье в донбассе	365304	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр заявили о попытках всу провести воздушную разведку в донбассе	366756	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр заявили  что всу не будут использовать javelin в донбассе повсеместно	366757	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в донбассе существенно сократились обстрелы   козак	371372	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр заявили о возможности наступления всу в донбассе в ближайшие дни	365299	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	днр заявила об ударе по водоводу  северский донец   донбасс  со стороны всу	211517	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	в донецке бригада донбассгаза попала под обстрел	222336	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	в госдуме заявили  что путин на сутки опередил вторжение всу в донбасс	219517	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	конфликт в донбассе стал для всу источником заработка  рассказали местные	221649	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 March 2022	True	ск завел два дела из за обстрелов жителей донбасса украинскими войсками	226804	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	ск возбудил два дела после обстрелов донбасса украинскими военными	218966	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	найдены подтверждения подготовки лондоном солдат всу к боям в донбассе	216067	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	обстрелы донбасса кратно увеличились еще с февраля  заявило минобороны	210738	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	в книгах украинских националистов жителей донбасса изображали как зомби	207916	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 March 2022	True	ск возбудил еще два дела после обстрелов со стороны всу в донбассе	210500	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	на позициях всу в донбассе нашли стрелковое оружие образца нато	210547	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	ск возбудил дело о новых массовых обстрелах донбасса	208645	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	ск обвинил высокопоставленных военных всу в геноциде в донбассе	207010	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	ск возбудил еще два дела после обстрелов донбасса со стороны всу	210899	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	жители рубежного в донбассе из за обстрелов остались без газа	210909	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	фсб задержала москвича  имеющего три награды всу за участие в боях в донбассе	86755	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	стрелков назвал более важное направление удара вс рф  чем окружение группировки всу в донбассе	68164	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	верховная рада показала фото убитых всу мирных жителей донбасса	290284	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	женщина и ребенок погибли под украинским обстрелом в донбассе	292978	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	всу сообщили о работающих в донбассе рсзо himars	288692	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 July 2022	True	назван способ борьбы с обстреливающими донбасс сау из франции	289171	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 July 2022	True	шойгу поручил жестко пресекать обстрелы всу жилых кварталов в донбассе	290685	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	медиа пинг понг  что пишут западные сми об обстрелах и эвакуации людей из донбасса	60140	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	реваншистские настроения  в чём особенность плана наступления всу на донбасс	60146	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	обстреляли  чтобы не забывали   репортаж лайфа из освобождённой станицы донбасса	64791	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	политолог стариков рассказал  что россия опередила наступление всу в донбассе на сутки	49144	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	всу готовят серию диверсий  украинская армия устроила химатаку в донбассе  перейдя черту вседозволенности	66178	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	такие маленькие  а уже перенесли столько боли    жительница новочеркасска помогла    детям из донбасса  родители которых погибли во время обстрелов	57575	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	смотрю новости и плачу   приехавшие в ростов беженки из днр рассказали  каким был донбасс до обстрелов	78290	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	что означает затишье на фронте  военный эксперт предсказал два  котла  для донбасской группировки всу	3690	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	обещали помочь   дерзайте   в соцсетях раскритиковали  союз добровольцев донбасса  за нежелание сражаться с нацистами на украине	9089	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	депутат госдумы яна лантратова рассказала  как увозила детей из под обстрелов в донбассе   никогда не забуду эти глаза	53947	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	раскрыто основное направление ударов сил нато и всу по донбассу	3313	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	пво донбасса атаковали беспилотник всу  готовящийся атаковать донецк	44133	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	гайдай заявил  что армия рф подготовилась к решающему сражению с всу за территорию донбасса	65703	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	царев рассказал о расчете всу выстоять на донбассе	64695	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 December 2021	True	народная милиция лнр сообщила  что военные всу заняли здание школы на донбассе	157544	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в днр заявили о подготовке всу к наступлению в донбассе	245670	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	глава днр пушилин заявил  что всу готовят наступление в донбассе и  подтягивают технику	246044	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	накачка оружием   как иностранная военная помощь всу способствует эскалации напряжённости в донбассе	242461	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	козак сообщил о снижении количества обстрелов в донбассе	242553	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр заявили о бронетехнике всу в жилых районах донбасса	242541	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр заявили о планах всу использовать авиацию в случае наступления в донбассе	242347	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр сообщили о бронетехнике всу в двух сёлах в донбассе	243713	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр заявили  что птрк из сша и британии доставлены на позиции всу в донбассе	242186	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр заявили о стягивании всу тяжёлого вооружения к линии соприкосновения в донбассе	242181	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр заявили о размещении бронетехники всу в селе клиновое в донбассе	243524	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр заявили  что всу восполняют боеприпасы на позициях в донбассе	241729	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в постпредстве россии при оон осудили обстрелы жилых кварталов в донбассе со стороны всу	248156	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в лнр рассказали о подготовке резервистов всу для последующей отправки в донбасс	241294	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	в лнр заявили о проведении всу мероприятий по подготовке к наступлению в донбассе	241355	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	в лнр сообщили о стягивании сил всу к линии соприкосновения в донбассе	242335	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	глава свр нарышкин допустил провокацию сбу и всу в донбассе в стиле  белых касок	247782	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	в лнр обвинили всу в размещении бронетехники у линии соприкосновения в донбассе	247699	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	в лнр заявили  что всу ведут воздушную разведку в донбассе	247335	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в лнр заявили  что всу разместили более    танков у линии соприкосновения в донбассе	245372	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	всу ранним утром начали наносить массированные удары   что известно о ситуации в донбассе	244215	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в лнр заявили о миномётном обстреле посёлка в донбассе со стороны украинских силовиков	242960	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	главком всу залужный заявил  что действия киева в донбассе носят оборонительный характер	246577	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	басурин  на донбассе будет окружена     тысячная группировка всу	272597	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	всу в донбассе могут попасть в три котла	272534	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	в лнр рассказали о восьми тысячах пленных солдат всу в донбассе	274684	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	минобороны россии заявило о больших потерях всу в донбассе	272924	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	обстрелы  эвакуация населения и всеобщая мобилизация   что происходит в донбассе	535927	(?=.*).*	(донбасс)	(обстрел|всу|наци)
2 May 2022	True	ск установил личности причастных к обстрелам донбасса украинских командиров	210339	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	россия не смогла бросить донбасс на растерзание неонацистам  заявил антонов	210471	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	басурин  всу стягивают в зону конфликта в донбассе тяжелую технику	3282	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	ситуация вокруг украины  киев обстреливает донбасс  но запад выставляет агрессором москву	41585	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	иностранные журналисты попали под обстрел в донбассе	28105	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	обстрелы и взрывы  в донбассе резко обострилась ситуация	22588	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	взрывы и обстрелы  ситуация в донбассе обостряется	40576	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	обстрел жилых районов  солдаты в плену и другие фейки о спецоперации в донбассе	29584	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	украинские военные продолжают обстреливать донбасс	28397	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 March 2022	True	всу продолжают обстреливать донбасс	23885	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	всу обстреляли из  градов  православный монастырь в донбассе	12014	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 December 2021	True	в лнр заявили об обнаружении    единиц техники всу в донбассе	481826	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 December 2021	True	в лнр заявили о занятии бойцами всу школы в донбассе	482043	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	рост напряженности в донбассе  лнр и днр сообщают об обстрелах инфраструктурных объектов и жилых кварталов	36880	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	киев усилил обстрелы донбасса перед переговорами россии и нато   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	41138	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	пользователи сети отреагировали на участившиеся обстрелы донбасса силами вфу   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	38857	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	всушники разобрали на стройматериалы семь домов жителей донбасса   нм лнр   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	33372	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	путь донбасса  интернационализм  терпимость  возвращение в россию   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	6125	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	пьяные бойцы всу подрались с мирными жителями донбасса   последние новости  россии  украины  сирии и мира  новости новороссии  лнр  днр	4355	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	небензя заявил  что запад восемь лет не замечал преступлений украинских националистов в донбассе	331498	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	мид рф обвинило запад в  заговоре молчания  об обстрелах донбасса	299028	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 June 2022	True	полковник в отставке раскрыл судьбу дезертиров всу в донбассе	301157	(?=.*).*	(донбасс)	(обстрел|всу|наци)
27 June 2022	True	тасс  всу приказали уничтожать иностранных наемников в донбассе	300243	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	ск рф возбудил свыше тысячи дел о преступлениях всу в донбассе	389745	(?=.*).*	(донбасс)	(обстрел|всу|наци)
30 May 2022	True	экс матрос с корабля  донбасс  рассказал  что их плохо кормили в всу	395703	(?=.*).*	(донбасс)	(обстрел|всу|наци)
30 May 2022	True	эксперт  для всу жители донбасса   люди второго сорта  которых надо убивать	395186	(?=.*).*	(донбасс)	(обстрел|всу|наци)
30 May 2022	True	ск завел два новых уголовных дела на силовиков всу за обстрелы донбасса	399580	(?=.*).*	(донбасс)	(обстрел|всу|наци)
30 May 2022	True	в италии собирают подписи за расследование преступлений всу в донбассе	385350	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	в харьковской области обнаружили документ о подготовке нападения всу на донбасс	524316	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	президент украины зеленский  всу понесли  болезненные  потери в донбассе и под харьковом	524452	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	главком всу сообщил  что рсзо himars уже ведут бои в донбассе	523102	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 July 2022	True	военнослужащая всу пожаловалась на враждебное отношение со стороны жителей донбасса	522529	(?=.*).*	(донбасс)	(обстрел|всу|наци)
11 April 2022	True	ск рф возбудил новые дела по фактам обстрелов донбасса   и    апреля	133310	(?=.*).*	(донбасс)	(обстрел|всу|наци)
18 April 2022	True	испытание выдержки  российские войска перемалывают группировку всу в донбассе	128639	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	скр установил причастность шести командиров всу к преступлениям в донбассе	132939	(?=.*).*	(донбасс)	(обстрел|всу|наци)
2 May 2022	True	ск рф установил причастность восьми украинских командиров к обстрелам донбасса	130877	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	время нервов  почему май станет решающим для всу в донбассе	127807	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	от обстрелов со стороны украины в белгородской области за все время пострадали     домов  спецоперация в донбассе  день    й	133200	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	скр установил еще одного причастного к обстрелам жителей донбасса командира всу	134061	(?=.*).*	(донбасс)	(обстрел|всу|наци)
16 May 2022	True	ближайшее окружение  в донбассе обретают черты новые  котлы  для всу	132868	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	пленный член нацбатальона  донбасс  рассказал о гибели    военных всу	132157	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 March 2022	True	ополчение донбасса получит на вооружение трофеи всу	26465	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	ск возбудил дело об обстреле гранатометами населенных пунктов донбасса	37174	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	небензя призвал заставить украину прекратить обстрелы в донбассе	44222	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	подготовку всу к активным боевым действиям в донбассе зафиксировали в днр	340388	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	оружие  поставляемое сша  окажется в руках неонацистов в донбассе   посольство рф	351502	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	задачу донбасса при наступлении всу назвал политолог рожин	342806	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	конфигурация группировки всу в донбассе чисто наступательная  сказал эксперт анпилогов	342067	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	в днр заявили о завершении разработки генштабом всу плана наступательной операции в донбассе	341928	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	политолог допустил реализацию плана наступления всу на донбасс	341727	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	нацгвардия украины будет ловить дезертиров в случае нападения всу на донбасс  сказали в лнр	341229	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	никаких распоряжений не было  главком всу заверил  что киев не будет вводить армию в донбасс и крым	343839	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	никаких распоряжений не было  киев не будет вводить армию в донбасс и крым  заверил главком всу	343833	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	днр  всу перебросили в донбасс зенитно ракетный дивизион с	346692	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	бездушный циник   захарова о зеленском после его слов об обстрелах в донбассе	342254	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	задержанный агент всу мацанюк   киев задействует в силовом захвате донбасса всю свою ударную мощь	342255	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	под миномётный обстрел в донбассе попали журналисты cnn и afp	347600	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	кровавую бойню в донбассе нельзя допустить  всу должны прекратить обстрелы   небензя	343612	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	под обстрел в донбассе попали журналисты  среди них был фотокорреспондент из рф	344001	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	днр  всу применили  грады  в донбассе впервые с      года	343959	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	солдаты    й бригады всу перешли на сторону донбасса	343805	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	цеков   у зеленского был шанс остановить войну в донбассе  но он пошёл на поводу у нациков	343967	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	даниил безсонов напомнил просящим остановить россию о зверствах всу на донбассе	345222	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	что ж вы мрази  восемь лет молчали     о зверствах всу в донбассе напомнил всем протестующим  за мир  даниил безсонов	345224	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	штаб операции украинских военных в донбассе сообщил о    обстрелах с начала суток	455659	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	главнокомандующий всу заявил  что киев не планирует наступательных операций в донбассе	455685	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	лавров заявил  что рф встревожена резким ростом числа обстрелов в донбассе	455647	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	скр расследует обстрелы донбасса украинскими военными	455493	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	на украине сообщили о    обстрелах в донбассе за минувшие сутки и утро	455630	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	блинкен назвал обстрелы в донбассе частью российского сценария	455556	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	стороны в донбассе продолжают сообщать об обстрелах и о проблемах с сотовой связью в днр	455857	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в киеве насчитали более    обстрелов в донбассе за сутки	454976	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в смм обсе сообщили о резком росте интенсивности обстрелов в донбассе	455305	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в киеве заявили  что глава мвд украины и депутаты попали под обстрел в донбассе	455386	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	группа журналистов и наблюдателей попала под обстрел в донбассе	455322	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	скр завел два дела в связи с обстрелами в донбассе	454806	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	ес осудил обстрелы в донбассе и поддержал предложение о созыве внеочередного заседания ткг	457923	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в днр обвинили киев в использовании западного оружия при обстрелах донбасса	454854	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	в снбо украины заявили  что всу не причастны к обстрелам донбасса	455001	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	запад подготовил всу к масштабной провокации в донбассе	88798	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 April 2022	True	всу решились на химическую атаку в донбассе	50923	(?=.*).*	(донбасс)	(обстрел|всу|наци)
25 April 2022	True	испытание выдержки  российские войска перемалывают группировку всу в донбассе	64722	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	время нервов  почему май станет решающим для всу в донбассе	83553	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	как будет выглядеть стратегическое поражение всу в донбассе	118417	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 July 2022	True	эксперт раскрыл новую тактику всу в донбассе	147530	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 July 2022	True	националисты открыли охоту на школьницу с донбасса	147445	(?=.*).*	(донбасс)	(обстрел|всу|наци)
4 July 2022	True	the telegraph  зеленский разозлился на генштаб за разгром всу в донбассе	148069	(?=.*).*	(донбасс)	(обстрел|всу|наци)
10 January 2022	True	три снайперские группы всу прибыли на фронты донбасса	40696	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	всу разместили вооружение и военную технику на окраине поселка в донбассе	8754	(?=.*).*	(донбасс)	(обстрел|всу|наци)
17 January 2022	True	всу скрывают от обсе военную технику в донбассе	5861	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр заявили  что всу ведут подготовку к активным боевым действиям в донбассе	29454	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	всу продолжают размещать бронетехнику в жилых районах донбасса	32566	(?=.*).*	(донбасс)	(обстрел|всу|наци)
24 January 2022	True	в лнр допустили наступление всу после прибытия главнокомандующего в донбасс	24666	(?=.*).*	(донбасс)	(обстрел|всу|наци)
31 January 2022	True	женщина снайпер всу похвасталась британским сми убийствами людей в донбассе	35231	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	в лнр заявили  что всу ведут подготовку к наступлению в донбассе	12915	(?=.*).*	(донбасс)	(обстрел|всу|наци)
7 February 2022	True	народная милиция лнр зафиксировала работу станции рэб всу в донбассе	65859	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	в лнр заявили  что всу развернули в донбассе пункты наведения авиации	42679	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	экс депутат рады  обстрелами донбасса киев пытается спровоцировать москву	42482	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	обстановка в донбассе  всу бьют по всем направлениям	34554	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	обстрелы донбасса  провокации  эвакуация жителей    итоги дня	36367	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 February 2022	True	битва за свободу донбасса продолжается   армия днр отвоевала бронетехнику всу в освобождённом бугасе	52662	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 March 2022	True	на годовщине русской весны в крыму комбат  спарты  призвал поддержать борьбу армии россии и донбасса против нацизма украины	20667	(?=.*).*	(донбасс)	(обстрел|всу|наци)
9 May 2022	True	президент путин  ополченцы донбасса и бойцы вс россии воюют против палачей  карателей и нацистов	61186	(?=.*).*	(донбасс)	(обстрел|всу|наци)
28 March 2022	True	работники национальной библиотеки собрали гуманитарную помощь жителям донбасса	56335	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	жительницы донбасса рассказали  как их пытали украинские националисты в мариуполе	253705	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	в живой силе  вооружении и военной технике   минобороны рф сообщило о значительных потерях всу в донбассе	255000	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	ск россии установил личности двух командиров всу  причастных к обстрелам донбасса	254697	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	посол антонов  россия не могла оставить донбасс на растерзание неонацистам	249869	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	путин отметил опасность штурма укрепрайонов всу в донбассе	252461	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	путин рассказал о планомерной работе по укрепрайонам всу в донбассе	252469	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	ск россии сообщил о задержании двух украинских командиров по делу об обстрелах донбасса	252576	(?=.*).*	(донбасс)	(обстрел|всу|наци)
20 June 2022	True	минобороны россии  батальон всу отказался отбывать из львова в донбасс	252370	(?=.*).*	(донбасс)	(обстрел|всу|наци)
14 February 2022	True	днр опубликовала данные всу по наступлению в донбассе	32263	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	данилов опроверг заявления об обстреле погранпункта фсб со стороны украины  обострение в донбассе	27299	(?=.*).*	(донбасс)	(обстрел|всу|наци)
21 February 2022	True	ситуация в донбассе  журналисты попали под обстрел в днр по дороге в горловку	44330	(?=.*).*	(донбасс)	(обстрел|всу|наци)
6 June 2022	True	эксперт рассказал о новой тактике всу в донбассе	366886	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	ск россии возбудил дела по факту обстрелов донбасса	373472	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	всу используют шрапнель для убийства мирных жителей в донбассе	373981	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	всу разместили казармы на станции скорой помощи в донбассе	388745	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	небензя заявил  что всу усилили обстрелы гражданского населения донбасса	390405	(?=.*).*	(донбасс)	(обстрел|всу|наци)
13 June 2022	True	установлены два командира всу  отдававшие приказы об обстрелах в донбассе	389465	(?=.*).*	(донбасс)	(обстрел|всу|наци)
16 May 2022	True	ск россии установил имена ещё двоих военных всу  приказывавших обстрелять донбасс	470101	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	националисты  азова  уничтожали доказательства своих преступлений в донбассе	468606	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	националисты уничтожали доказательства своих преступлений в донбассе	468599	(?=.*).*	(донбасс)	(обстрел|всу|наци)
23 May 2022	True	анатолий вассерман  разгром всу в донбассе стал переломным в спецоперации на украине	473772	(?=.*).*	(донбасс)	(обстрел|всу|наци)
