Week of fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
16 May 2022	ria.ru	https://ria.ru/20220517/ukraina-1788939733.html	запад перешел от обеления киевских нацистов до соучастия в их преступлениях	True	237425	(?=.*).*	(киев|режим)	(нацис)
16 May 2022	ria.ru	https://ria.ru/20220518/natsizm-1789279301.html	захарова заявила о вовлечении киевом детей в нацистские группировки	True	232685	(?=.*).*	(киев|режим)	(нацис)
27 December 2021	kommersant.ru	https://www.kommersant.ru/doc/5152945	шойгу  если бы крым не присоединился к россии  туда бы хлынули неонацисты из киева	True	515588	(?=.*).*	(киев|режим)	(нацис)
28 March 2022	pda.kp.ru	https://pda.kp.ru/daily/27372/4565298/	минобороны   режимы тишины  неонацисты используют для съемок провокационных роликов	True	324511	(?=.*).*	(киев|режим)	(нацис)
4 April 2022	pda.kp.ru	https://pda.kp.ru/daily/27375/4568467/	киевские власти уже неспособны контролировать своих неонацистов	True	331459	(?=.*).*	(киев|режим)	(нацис)
18 July 2022	riafan.ru	https://riafan.ru/23551692-zhurnalist_kot_spasennie_rossiei_ukraintsi_otvorachivayutsya_ot_kievskoi_natsistskoi_vlasti	журналист кот  спасенные россией украинцы отворачиваются от киевской нацистской власти	True	427287	(?=.*).*	(киев|режим)	(нацис)
25 July 2022	riafan.ru	https://riafan.ru/23559220-politolog_manukyan_mnogochislennie_provali_neonatsistov_priveli_k_raskolu_vnutri_kievskoi_hunti	политолог манукян  многочисленные провалы неонацистов привели к расколу внутри киевской хунты	True	434842	(?=.*).*	(киев|режим)	(нацис)
25 July 2022	riafan.ru	https://riafan.ru/23562552-istorik_evglevskii_podrazhanie_natsistskoi_germanii_protivorechit_planam_kieva_vstupit_v_es	историк евглевский  подражание нацистской германии противоречит планам киева вступить в ес	True	437988	(?=.*).*	(киев|режим)	(нацис)
25 July 2022	riafan.ru	https://riafan.ru/23562574-klintsevich_zhelanie_kievskoi_hunti_perepisat_istoriyu_vtoroi_mirovoi_voini_vidaet_ee_natsistskuyu_suschnost	клинцевич  желание киевской хунты переписать историю второй мировой войны выдает ее нацистскую сущность	True	437989	(?=.*).*	(киев|режим)	(нацис)
25 July 2022	riafan.ru	https://riafan.ru/23564607-matveichev_ob_udare_vsu_po_kolonii_v_dnr_kievskaya_hunta_zatikaet_rti_plennim_natsistam	матвейчев об ударе всу по колонии в днр  киевская хунта затыкает рты пленным нацистам	True	433433	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	ren.tv	https://ren.tv/news/v-mire/950523-osvobozhdenie-volnovakhi-otrezalo-natsistov-ot-podkreplenii-iz-kieva	освобождение волновахи отрезало нацистов от подкреплений из киева	True	22300	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	ren.tv	https://ren.tv/news/v-mire/950954-neonatsisty-otravili-vodu-v-kolodtse-poselka-pod-kievom	неонацисты отравили воду в колодце поселка под киевом	True	13406	(?=.*).*	(киев|режим)	(нацис)
27 December 2021	gazeta.ru	https://www.gazeta.ru/politics/news/2022/01/01/17093623.shtml	в крыму указали на нацистскую сущность киевского режима   газета ru	True	311488	(?=.*).*	(киев|режим)	(нацис)
27 June 2022	rt.com	https://russian.rt.com/ussr/news/1019743-lavrov-oruzhie-zapad-kiev	лавров  чем больше оружия дадут киеву  тем дольше продлится  агония нацистского режима	True	252038	(?=.*).*	(киев|режим)	(нацис)
21 February 2022	tvzvezda.ru	https://tvzvezda.ru/news/20222251750-6aogx.html	путин  шайка наркоманов и неонацистов в киеве взяла в заложники украинский народ	True	478113	(?=.*).*	(киев|режим)	(нацис)
28 February 2022	tvzvezda.ru	https://tvzvezda.ru/news/2022351614-HXUSD.html	путин  рф по просьбе киева открыла гуманитарный коридор под мариуполем  но неонацисты не выпускают людей	True	479933	(?=.*).*	(киев|режим)	(нацис)
7 March 2022	tvzvezda.ru	https://tvzvezda.ru/news/2022381712-DSqNq.html	мо рф не будет передавать киеву обращения украинцев из опасений  что данные окажутся у нацистов	True	479148	(?=.*).*	(киев|режим)	(нацис)
20 June 2022	regnum.ru	https://regnum.ru/news/polit/3625289.html	миллионы жителей украины ждут избавления от нацистского режима киева	True	402395	(?=.*).*	(киев|режим)	(нацис)
28 February 2022	rueconomics.ru	https://rueconomics.ru/567127-eks-uchastnik-antimaidana-dragunov-zasevshim-v-kieve-nacistam-nuzhna-krov	экс участник  антимайдана  драгунов  засевшим в киеве нацистам нужна кровь	True	526537	(?=.*).*	(киев|режим)	(нацис)
9 May 2022	military.pravda.ru	https://military.pravda.ru/news/1706937-v_plenu_nam_kryshka/	в плену нам крышка   нацисты из  азовстали  обвиняют киев	True	39154	(?=.*).*	(киев|режим)	(нацис)
27 June 2022	mr-7.ru	https://mr-7.ru/articles/245049/	беглов поздравил жителей лнр с  освобождением от неонацистского режима	True	26619	(?=.*).*	(киев|режим)	(нацис)
21 February 2022	pravda.ru	https://www.pravda.ru/news/world/1686234-marija_zakharova/	как сша используют микронезию для поддержки нацистского режима на украине  объяснила захарова	True	342536	(?=.*).*	(киев|режим)	(нацис)
28 February 2022	pravda.ru	https://www.pravda.ru/news/politics/1688047-kiev_poterjal_kontrol/	киев потерял контроль над страной  в городах бесчинствуют нацисты   минобороны рф	True	344654	(?=.*).*	(киев|режим)	(нацис)
7 March 2022	pravda.ru	https://www.pravda.ru/news/politics/1688794-otstavniki_za_rossiju/	украинские офицеры отставники готовятся освобождать от нацистов киев вместе с вс россии	True	342060	(?=.*).*	(киев|режим)	(нацис)
14 March 2022	pravda.ru	https://www.pravda.ru/news/world/1690883-ukraina_rossija_vladimir_putin/	путин  целью была бы россия   пронацистский режим в киеве мог получить ядерное оружие	True	341142	(?=.*).*	(киев|режим)	(нацис)
21 February 2022	mk.ru	https://www.mk.ru/politics/2022/02/25/putin-v-kieve-zasela-shayka-narkomanov-i-neonacistov.html	путин   в киеве засела шайка наркоманов и неонацистов	True	137750	(?=.*).*	(киев|режим)	(нацис)
21 February 2022	zavtra.ru	https://zavtra.ru/events/blokirovani_kiev_i_chernigov_putin_nazval_glavarej_ukropii_shajkoj_narkomanov_i_neonatcistov	блокированы киев и чернигов  путин назвал главарей укропии  шайкой наркоманов и неонацистов	True	31467	(?=.*).*	(киев|режим)	(нацис)
21 March 2022	trud.ru	https://www.trud.ru/article/21-03-2022/1413925_rossijskie_desantniki_vybili_ukrainskix_neonatsistov_iz_prigoroda_kieva.html	российские десантники выбили украинских неонацистов из пригорода киева	True	273021	(?=.*).*	(киев|режим)	(нацис)
28 March 2022	regnum.ru	https://regnum.ru/news/polit/3550756.html	нацистские режимы прибалтики сами купят верёвку  на которой повесятся	True	362029	(?=.*).*	(киев|режим)	(нацис)
4 April 2022	regnum.ru	https://regnum.ru/news/3556075.html	в мариуполе сорвана очередная попытка киева спасти нацистов на вертолётах	True	357000	(?=.*).*	(киев|режим)	(нацис)
30 May 2022	riafan.ru	https://riafan.ru/23467898-mid_rossii_obvinil_ryad_stran_v_popitkah_skrit_natsistskuyu_sut_politiki_kieva	мид россии обвинил ряд стран в попытках скрыть нацистскую суть политики киева	True	422527	(?=.*).*	(киев|режим)	(нацис)
6 June 2022	riafan.ru	https://riafan.ru/23475412-_krushenie_natsistskogo_rezhima_v_kieve_mezhevich_ob_yasnil_k_chemu_privedut_voennie_pobedi_rf	крушение нацистского режима в киеве   межевич объяснил  к чему приведут военные победы рф	True	433133	(?=.*).*	(киев|режим)	(нацис)
6 June 2022	riafan.ru	https://riafan.ru/23476446-politolog_arkatov_ob_ukrainskih_uklonistah_nikto_ne_hochet_voevat_za_natsistkii_rezhim_zelenskogo	политолог аркатов об украинских уклонистах  никто не хочет воевать за нацисткий режим зеленского	True	436498	(?=.*).*	(киев|режим)	(нацис)
21 February 2022	vz.ru	https://vz.ru/news/2022/2/25/1145762.html	взгляд   путин назвал власти в киеве  шайкой наркоманов и неонацистов     новости дня	True	167975	(?=.*).*	(киев|режим)	(нацис)
28 February 2022	vz.ru	https://vz.ru/news/2022/3/3/1146829.html	взгляд   путин объяснил макрону роль неонацистов в политике киева    новости дня	True	167292	(?=.*).*	(киев|режим)	(нацис)
3 January 2022	geopolitica.ru	https://www.geopolitica.ru/news/ukrainskiy-algoritm-rezhim-sandu-podpityvaet-neonacistskie-nastroeniya-v-moldove	украинский алгоритм  режим санду подпитывает неонацистские настроения в молдове	True	51987	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	riafan.ru	https://riafan.ru/22945944-u_kieva_bol_shie_problemi_telichko_otsenil_strannuyu_popitku_proriva_kolonni_natsistov_iz_mariupolya_	у киева большие проблемы  теличко оценил странную попытку прорыва колонны нацистов из мариуполя	True	421544	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	riafan.ru	https://riafan.ru/22990038-bezpal_ko_o_detskih_natsistskih_lageryah_kieva_banderovtsi_gotovyat_novoe_pokolenie_radikalov	безпалько о детских нацистских лагерях киева  бандеровцы готовят новое поколение радикалов	True	419260	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	riafan.ru	https://riafan.ru/23063104-politolog_bezpal_ko_kiev_prodolzhaet_otpravlyat_na_uboi_chasti_vsu_i_neonatsistov	политолог безпалько  киев продолжает отправлять на убой части всу и неонацистов	True	407944	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	riafan.ru	https://riafan.ru/23077668-minoboroni_rossii_natsisti_v_mariupole_prosyat_u_kieva_razresheniya_sdat_sya	минобороны россии  нацисты в мариуполе просят у киева разрешения сдаться	True	416256	(?=.*).*	(киев|режим)	(нацис)
11 April 2022	riafan.ru	https://riafan.ru/23078667-politolog_samonkin_o_verbovke_detei_ukrainskie_natsisti_pitayutsya_prodlit_zhizn_tonuschego_rezhima	политолог самонкин о вербовке детей  украинские нацисты пытаются продлить жизнь тонущего режима	True	425062	(?=.*).*	(киев|режим)	(нацис)
17 January 2022	tass.ru	https://tass.ru/obschestvo/13458781	трамвайную станцию им  ватутина в киеве переименовали в честь пособника нацистов шухевича	True	263377	(?=.*).*	(киев|режим)	(нацис)
2 May 2022	rbc.ru	https://www.rbc.ru/politics/03/05/2022/62710ab79a7947b0bfb4e40b	мид обвинил власти израиля в поддержке  неонацистского режима	True	201741	(?=.*).*	(киев|режим)	(нацис)
6 June 2022	riafan.ru	https://riafan.ru/23483572-arkatov_o_planah_kieva_ustroit_provokatsiyu_v_odesse_natsisti_mogut_ispol_zovat_patogeni_iz_biolaboratorii_ssha	аркатов о планах киева устроить провокацию в одессе  нацисты могут использовать патогены из биолабораторий сша	True	430881	(?=.*).*	(киев|режим)	(нацис)
16 May 2022	riafan.ru	https://riafan.ru/23451538-imidzhevaya_katastrofa_korotchenko_ob_yasnil_reaktsiyu_kieva_na_sdachu_neonatsistov_v_mariupole	имиджевая катастрофа  коротченко объяснил реакцию киева на сдачу неонацистов в мариуполе	True	417367	(?=.*).*	(киев|режим)	(нацис)
28 February 2022	rt.com	https://russian.rt.com/nopolitics/article/969119-spektakl-volna-ramt	нацистский режим внутри американской школы  каким получился спектакль по книге  волна	True	245719	(?=.*).*	(киев|режим)	(нацис)
28 February 2022	rt.com	https://russian.rt.com/world/news/970847-putin-makron-razgovor	путин в разговоре с макроном объяснил существенную роль неонацистов в госполитике киева	True	242288	(?=.*).*	(киев|режим)	(нацис)
18 April 2022	regnum.ru	https://regnum.ru/news/3571715.html	сеть   себе же хуже делают    киев запретил нацистам сдаваться в плен	True	398985	(?=.*).*	(киев|режим)	(нацис)
25 April 2022	regnum.ru	https://regnum.ru/news/society/3575837.html	киевская русь была и будет     украинская бабушка дала отпор нацисту	True	400535	(?=.*).*	(киев|режим)	(нацис)
2 May 2022	iz.ru	https://iz.ru/1329605/2022-05-03/mid-rossii-obvinil-izrail-v-podderzhke-neonatcistskogo-rezhima-na-ukraine	мид россии обвинил израиль в поддержке неонацистского режима на украине	True	134387	(?=.*).*	(киев|режим)	(нацис)
13 June 2022	riafan.ru	https://riafan.ru/23496077-romanov_o_zaprete_russkoi_muziki_na_ukraine_do_polnoi_otmeni_kul_turi_rossii_kievskie_natsisti_ne_dozhivut	романов о запрете русской музыки на украине  до полной  отмены  культуры россии киевские нацисты не доживут	True	414077	(?=.*).*	(киев|режим)	(нацис)
20 June 2022	riafan.ru	https://riafan.ru/23499411-eks_prem_er_ukraini_azarov_stanovlenie_kieva_kandidatom_v_es_okazhet_podderzhku_neonatsistam	экс премьер украины азаров  становление киева кандидатом в ес окажет поддержку неонацистам	True	439614	(?=.*).*	(киев|режим)	(нацис)
