Week of fetchdate_orig	OR and OR2 and AND filters	title_new	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
18 April 2022	True	корреспондент  звезды  рассказал о режиме тишины и новых гумкоридорах из  азовстали	486455	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	мо рф  гумкоридором для эвакуации мирных жителей с  азовстали  сегодня никто не воспользовался	484942	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	не говорили о гумкоридорах   спасенная с  азовстали  рассказала об обмане националистов	483831	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	прикрывая от всу  кадры из сопровождающего гумколонну российского вертолета	483516	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	мо рф  вс россии      и   мая откроют гумкоридор для эвакуации граждан с  азовстали	476608	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	в первой группе через гуманитарный коридор с территории  азовстали  вышли    человек	476062	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	мо рф  за период гуманитарной операции с   мая удалось спасти    человека с  азовстали	475664	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	в мо рф заявили об открытии коридора с  азовстали  в днр для украинских раненых	485995	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 February 2022	True	сеть   чтобы потом опять убивать    всу просят открыть гуманитарный коридор	366214	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 February 2022	True	народная милиция лнр обещает гуманное отношение к пленным солдатам всу	363934	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	штаб  покинувшие  азовсталь  мирные граждане не знали о гумкоридорах	217200	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс россии      и   мая откроют коридор для эвакуации гражданских с  азовстали	521817	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	армия рф открывает трёхдневный гуманитарный коридор с  азовстали	10792	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
9 May 2022	True	всу устроили гумкатастрофу   взорвали дамбу под авдеевкой	19509	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	захарова ответила на требование верещук о гумкоридоре из  азовстали	351734	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	в киеве заявили о несогласованности гумкоридора из  азовстали	351520	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	гуманитарная колонна попала под обстрел со стороны всу под белгородом	352702	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	гумкоординатор  оон готова повторить эвакуацию мирных лиц с  азовстали	177744	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс рф откроет гумкоридор для эвакуации гражданских с  азовстали	173027	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	песков  приказ путина по  азовстали  был отдан из гуманитарных соображений	181875	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	колонна волонтеров с гумпомощью попала под обстрел на въезде в попасную	179364	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 July 2022	True	россия создала два гумкоридора для судов в черном и азовском морях	238137	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 July 2022	True	всу повредили здания администрации и центра гуманитарной помощи при обстреле каховки	252296	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
30 May 2022	True	впервые после освобождения мариуполя  в бердянск доставили     тонн гумпомощи вдоль берега азовского моря	483293	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	дорога под обстрелом  корреспондент показал  как всу сорвали гумкоридор с завода  азот	485092	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
20 June 2022	True	оставляли детей без еды и одежды  как всу обращались с гумпомощью из европы в красном лимане	484726	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	гуманитарная колонна попала под обстрел со стороны украины под белгородом	234994	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	ск даст правовую оценку факту обстрела украиной гуманитарной колонны	231303	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	гумкоординатор  оон готова повторить эвакуацию гражданских с  азовстали	220414	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	украинские неонацисты обстреливают открытые россией гумкоридоры	220439	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс россии откроют гумкоридор     мая для эвакуации с  азовстали	221509	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс россии откроют гумкоридор с   по   мая для эвакуации с  азовстали	221502	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	россия открыла гуманитарные коридоры для боевиков из  азовстали	322778	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 March 2022	True	оон намерена создавать коридоры для вывода остающихся в черном и азовском морях судов	33456	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	украинские неонацисты обстреливают открытые россией гумкоридоры	496128	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс россии откроют гумкоридор с   по   мая для эвакуации с азовстали	495800	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
6 June 2022	True	киевские боевики обстреляли волчанск в ходе раздачи гуманитарной помощи	424161	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	оон назвала нарушением гуманитарного права обстрел роддома в донецке со стороны всу	403535	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	события в донбассе на          июня  под славянском сбит самолет всу  в северодонецке откроют гумкоридор	403077	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	социолог перенджиев  гуманное отношение к пленным из  азовстали  демонстрирует силу вс рф	421816	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	минобороны рф  нацбаты обстреливают гуманитарные коридоры из мариуполя	176597	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	в днр заявили  что никто не воспользовался гумкоридором из  азовстали	181235	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	гуманитарная колонна попала под обстрел под белгородом	183825	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 March 2022	True	шугалей  действия украинских нацистов привели к гуманитарной катастрофе в мариуполе   события на украине на          марта  всу обстреливают донецк  россия направляет в донбасс гумпомощь	422379	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 March 2022	True	операция  ять   публицист мармазов о гуманных символах спецоперации на украине   сергей овчаренко   елена драпеко об интервью гордеевой о спецоперации рф на украине   я сознательно шла на вражескую территорию	422255	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 March 2022	True	политолог скориков считает бесперспективными переговоры с нынешним руководством украины   одесситы рассказали  как в местных магазинах продают гуманитарку из польши   стариков  действиями всу и нацбатальонов руководят представители нато	420199	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
17 January 2022	True	координатор гуманитарной подгруппы по донбассу посетила объекты днр  разрушенные огнем всу	255746	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 July 2022	True	шойгу сообщил о создании коридоров для безопасного судоходства в черном и азовском морях	486822	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 July 2022	True	под регулярными обстрелами всу  как россия доставляет гумпомощь в харьковскую область	483396	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 July 2022	True	журналисты  звезды  попали под обстрел  когда снимали сюжет о гумпомощи под харьковом	483404	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
7 March 2022	True	в режиме блокады  укронацисты не выпускают жителей по гуманитарным коридорам	36534	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	вс рф открыли гумкоридор для сложивших оружие боевиков с  азовстали	134268	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	в днр заявили о неиспользовании нового гумкоридора из  азовстали	133483	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	минобороны рф обвинило киев в срыве гумоперации на  азовстали	134409	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	в минобороны россии заявили о срыве киевом гуманитарной операции на  азовстали	128964	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	в минобороны рф заявили о срыве киевом гумоперации на  азовстали	133873	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	в мо рф заявили о срыве киевом гумоперации на  азовстали	133876	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	вышедшая с  азовстали  женщина заявила об отсутствии информации о гумкоридорах	132934	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	кадыров предложил командиру  азова  проползти по гумкоридору на коленях	276559	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	минобороны открыло гуманитарные коридоры для сдачи в плен бойцов из  азовстали	290392	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	киев сорвал гуманитарную операцию на  азовстали	283062	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	минобороны назвало условие начала гуманитарной паузы на  азовстали	287801	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	гуманитарная колонна попала под обстрел всу в российском регионе	290308	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	минобороны рф подтверждает морские коридоры из семи портов черного и азовского морей	145426	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 July 2022	True	схрон с оружием для обстрела гумконвоев обнаружен силовиками в херсоне	106616	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 July 2022	True	всу разбомбили автомобили с гуманитарной помощью в запорожье	115832	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
28 March 2022	True	контрнаступление всу на херсон провалилось     аргументы недели	487671	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	штурм азовстали отменяется   аргументы недели	494833	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	украинские войска обстреляли горловку днр   аргументы недели	493334	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	всу не выпускают беженцев из харькова   аргументы недели	493356	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
9 May 2022	True	как всу убивают и калечат луганских детей   аргументы недели	491218	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	всу признали потерю приграничной терновой   аргументы недели	492156	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	польша заполнила газовые хранилища на          аргументы недели	492394	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	завод  азовсталь  освобожден от  азова     аргументы недели	490416	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	минобороны  киев сорвал объявленную россией гуманитарную операцию на  азовстали	254012	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	три человека покинули территорию завода  азовсталь  в мариуполе по гумкоридору	254823	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс россии      и   мая откроют коридор для эвакуации гражданских с  азовстали	240919	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	гуманитарные коридоры ежедневно обстреливаются укронацистами   минобороны	371578	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	всу обстреляли в рубежном школу  где раздавали гуманитарную помощь	387187	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 February 2022	True	басурин  всу запросили об открытии гуманитарных коридоров	465386	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 March 2022	True	пушилин  всу перехватывают гуманитарные грузы	465949	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
28 February 2022	True	путин аргументированно пояснил макрону роль нацистов в политике киева	62226	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 July 2022	True	россия продолжает обеспечивать коридоры в черном и азовском морях	380290	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 July 2022	True	всу обстреляли машины с гуманитарным грузом для энергодара	397936	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 February 2022	True	лнр назвала украинской провокацией обстрел гуманитарной колонны у пункта пропуска	262317	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
7 March 2022	True	мы не нацисты в отличие от       сети о гуманитарной помощи рф на украине	357953	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
7 March 2022	True	украинские нацисты непрерывно обстреливают гуманитарные коридоры   мо рф	363546	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
7 March 2022	True	украинские нацисты согласовали лишь четыре гумкоридора из      минобороны	361777	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
7 March 2022	True	оон создаст коридоры для вывода торговых судов из чёрного и азовского морей	357420	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	кадыров рассказал  что всу открыли стрельбу во время  зеленого коридора	399117	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
6 June 2022	True	украинские военные обстреляли волчанск во время раздачи гуманитарной помощи	284745	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	видео последствий обстрела украинскими войсками волчанска во время раздачи гуманитарной помощи опубликовали в лнр	332178	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
27 June 2022	True	генпрокуратура днр сообщила об эксгумации останков     украинских военных на  азовстали	335804	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
31 January 2022	True	в азербайджане пообещали продлить южный газовый коридор	302090	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 February 2022	True	греция и болгария хотят ускорить строительство газового коридора	304403	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
6 June 2022	True	минобороны рф  всу несут тяжёлые потери      аргументы недели	492626	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	сцкк днр  обстрелян центр донецка    аргументы недели	491074	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 July 2022	True	год назад нацисты решили  еврейский вопрос  в латвии   аргументы недели  балтия	493725	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
11 July 2022	True	всу нанесли удары по жилым районам херсона   аргументы недели	493555	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
6 June 2022	True	здание гуманитарной гимназии донецка попало под обстрел со стороны всу	233813	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
6 June 2022	True	украинские войска обстреляли гуманитарную миссию в нижней камышевахе	227947	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
11 April 2022	True	жителям обстреливаемой всу владимировки доставили гуманитарную помощь	422694	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
11 April 2022	True	юрий самонкин  российские солдаты демонстрируют невероятный гуманизм в отношении всу	422638	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
11 April 2022	True	украинский политик кива поблагодарил россию за гуманное отношение к пленным солдатам всу	422630	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
11 April 2022	True	пленные морпехи всу поблагодарили вс рф за гуманное отношение и условия содержания	418111	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 March 2022	True	мо рф  украина продолжает обстрелы гумколонн и попытки переложить ответственность на рф	477941	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	мо рф  украинские националисты обстреляли из минометов участок гуманитарного коридора у мариуполя	476310	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 February 2022	True	европа надеется на южный газовый коридор	535235	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	вс рф прекратят огонь и откроют гумкоридор из  азовстали	398170	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	из волгограда в донецкий новоазовск отправили    тонн гуманитарной помощи	398177	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	в минобороны рф заявили о срыве киевом гуманитарной операции на  азовстали	375784	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	в госдуме ждут от скр расследования обстрелов гумколонны под белгородом	396828	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 March 2022	True	минобороны рф  четыре человека стали жертвами обстрела гумкоридора националистами	463142	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 March 2022	True	минобороны рф  четыре человека стали жертвами обстрела гумкоридора украинскими националистами	469514	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	всу обстреляли мирных жителей рубежного во время получения гуманитарной помощи	468920	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	украинские войска обстреляли мирных жителей рубежного во время получения гуманитарной помощи	472049	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	неравнодушные волгоградцы приняли участие в сборе гуманитарной помощи жителям новоазовска днр	116403	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
6 June 2022	True	украинские войска обстреляли волчанск во время раздачи гуманитарной помощи	237023	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	минобороны россии  нацбаты увеличили в мариуполе интенсивность обстрелов гумкоридора	240667	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
28 March 2022	True	всу бьют по гуманитарным колоннам мирных жителей   нм лнр	358822	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
28 March 2022	True	всу бьют по гуманитарным колоннам с мирными жителями   нм лнр	355487	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
28 March 2022	True	в лнр заявили об обстреле украинскими нацистами гуманитарных колонн	355472	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
9 May 2022	True	всу удерживают мирное население в домах  заявили в гуманитарной организации	217653	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	колонна волонтеров с гумпомощью попала под обстрел на въезде в попасную	230262	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 March 2022	True	камазовцы отправят на донбасс гуманитарную помощь	529706	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 March 2022	True	камазовцы отправили гуманитарную помощь жителям донбасса	530999	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс россии откроют      и   мая гумкоридор для вывода гражданских с  азовстали	528931	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 February 2022	True	солдаты всу в лднр призвали создать гуманитарный коридор	345702	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 February 2022	True	солдаты всу в лднр призвали создать гуманитарный коридор  сообщили в днр	345700	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
21 March 2022	True	татьяна москалькова   под маской толерантного гуманизма оказалось мурло неонацистского погромщика    статьи	193875	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	лайф публикует видео работы артиллерии по  азовстали  после закрытия гумкоридора	112826	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
30 May 2022	True	водитель фуры с гумпомощью рассказал о дороге  обстрелах всу и подготовке машины к рейсу	117559	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
4 April 2022	True	мо рф заявило о беспорядочных обстрелах гумкоридоров на украине	195767	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
2 May 2022	True	вс рф откроют гуманитарный коридор для эвакуации людей с  азовстали       и   мая	194512	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	кадыров   азов   мешает людям выходить по гумкоридорам	85194	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	гуманитарные колонны рф ждут нацистов с  азовстали	113676	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	о гумкоридорах в мариуполе бойцам всу командиры не рассказывали	118180	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	вице премьер украины запросила срочный гумкоридор из  азовстали	117357	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	выяснено  кого из всу выпускают с промзоны  азовстали  через гумкоридоры	116614	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
16 May 2022	True	как устроена организация коридора для украинских раненых с  азовстали	100127	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
23 May 2022	True	тело нациста марцинкевича  тесака  могут эксгумировать для новой экспертизы	103151	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	минобороны россии  просьба  азова  к странам нато о  зеленых коридорах  была  не по адресу	326111	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	в минобороны сообщили  что киев сорвал объявленную россией гуманитарную операцию на  азовстали	325134	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
13 June 2022	True	оон после обстрела донецка призвала все стороны на украине соблюдать международное гуманитарное право	323867	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
14 March 2022	True	пушилин  всу перехватывают гуманитарные грузы для населения	366122	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
23 May 2022	True	минобороны откроет гумкоридоры в черном и азовском морях	284408	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	минобороны россии сообщило об открытии гумкоридоров для сложивших оружие боевиков с  азовстали	338599	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	сми  с территории завода  азовсталь  по гуманитарным коридорам более     человек	336627	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
18 April 2022	True	сми  с территории завода  азовсталь  по гуманитарным коридорам вышли более     человек	336629	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	поднять белые флаги по периметру азовстали   минобороны открывает гуманитарный коридор из окруженного завода	338808	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
25 April 2022	True	минобороны рф  власти киева в очередной раз сорвали гуманитарную операцию на  азовстали	332734	(?=.*).*	(гум|коридор)	(нацист|обстрел|всу|азов)
