fetchdate_orig	page_domain_root	page_url	title_new	OR and OR2 and AND filters	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
15/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/15/1143814.html	взгляд   путин назвал происходящее сейчас в донбассе геноцидом    новости дня	True	169519	(?=.*).*	(геноцид)	()
17/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/17/1144062.html	взгляд   в госдепе не увидели оснований для заявлений о геноциде в донбассе    новости дня	True	168005	(?=.*).*	(геноцид)	()
18/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/18/1144270.html	взгляд   посол возмутился нежеланием сша признать геноцид русских в донбассе    новости дня	True	168434	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/19/1144525.html	взгляд   шольц назвал смешными слова о геноциде на донбассе    новости дня	True	168150	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/19/1144555.html	взгляд   в мид россии прокомментировали заявление шольца о геноциде в днр    новости дня	True	167601	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/19/1144582.html	взгляд   блинкен назвал  идею о геноциде  в донбассе оскорбительной    новости дня	True	167085	(?=.*).*	(геноцид)	()
24/02/2022 00:00:00	vz.ru	https://vz.ru/news/2022/2/24/1145534.html	взгляд   эксперт  россия должна остановить на украине  гибридный геноцид     новости дня	True	167794	(?=.*).*	(геноцид)	()
07/07/2022 00:00:00	aif.ru	https://aif.ru/politics/sud_priznal_genocidom_prestupleniya_nacistov_v_krymu_v_gody_vov	суд признал геноцидом преступления нацистов в крыму в годы вов	True	182604	(?=.*).*	(геноцид)	()
21/07/2022 00:00:00	ria.ru	https://ria.ru/20220721/ukraina-1803925200.html	в сша хотят  символически  признать действия россии на украине  геноцидом	True	229744	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	rt.com	https://russian.rt.com/ussr/article/964093-genocid-donbass-ukraina-ssha	примитивный и грубый цинизм   почему сша отрицают геноцид русскоязычного населения в донбассе	True	242906	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	rt.com	https://russian.rt.com/ussr/news/964704-sholc-genocid-donbass	канцлер фрг шольц назвал нелепыми заявления о геноциде в донбассе	True	243144	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	rt.com	https://russian.rt.com/ussr/news/964761-ekspert-sholc-genocid-donbass	аналитик неменский раскритиковал слова шольца о нелепости геноцида в донбассе	True	242655	(?=.*).*	(геноцид)	()
20/02/2022 00:00:00	rt.com	https://russian.rt.com/ussr/news/964861-blinken-donbass-genocid	блинкен назвал неверными заявления о геноциде в донбассе	True	242489	(?=.*).*	(геноцид)	()
21/02/2022 00:00:00	rt.com	https://russian.rt.com/russia/news/965937-genocid-donbass-putin	путин  так называемый цивилизованный мир предпочитает не замечать геноцида в донбассе	True	242409	(?=.*).*	(геноцид)	()
27/02/2022 00:00:00	rt.com	https://russian.rt.com/ussr/news/968932-volodin-specoperaciya-ukraina	володин  спецоперация   единственная возможность остановить геноцид русского народа	True	242593	(?=.*).*	(геноцид)	()
15/03/2022 00:00:00	rt.com	https://russian.rt.com/opinion/976099-vityazeva-ukraina-doneck-obstrel-tragediya	настоящий геноцид	True	244437	(?=.*).*	(геноцид)	()
13/04/2022 00:00:00	trud.ru	https://www.trud.ru/article/13-04-2022/1414804_makron_otkazalsja_nazvat_dejstvija_rossii_na_ukraine_genotsidom.html	макрон отказался назвать действия россии на украине геноцидом	True	272880	(?=.*).*	(геноцид)	()
18/04/2022 00:00:00	trud.ru	https://www.trud.ru/article/18-04-2022/1414993_v_mid_frantsii_otkazalis_schitat_sobytija_na_ukraine_genotsidom.html	в мид франции отказались считать события на украине геноцидом	True	273685	(?=.*).*	(геноцид)	()
17/02/2022 00:00:00	vesti.ru	https://www.vesti.ru/article/2678242	госдеп  термин  геноцид  в отношении событий в донбассе неуместен	True	30091	(?=.*).*	(геноцид)	()
17/02/2022 00:00:00	vesti.ru	https://www.vesti.ru/article/2678631	если не геноцид  то что  всу обстреляли    населенных пунктов в донбассе	True	35453	(?=.*).*	(геноцид)	()
19/02/2022 00:00:00	vesti.ru	https://www.vesti.ru/article/2679420	немецким властям советуют не смеяться над геноцидом	True	32630	(?=.*).*	(геноцид)	()
07/05/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3532736.html	ростовский суд вынесет решение по делу о геноциде советского народа	True	354342	(?=.*).*	(геноцид)	()
07/05/2022 00:00:00	regnum.ru	https://regnum.ru/news/society/3533620.html	суд признал геноцидом преступления нацистов в ростовской области	True	354344	(?=.*).*	(геноцид)	()
