Week of fetchdate_orig	OR and OR2 and AND filters	title_new	ID	Regex String (AND)	Regex String (OR)	Regex String (OR)#2
16 May 2022	True	великобритания решила заморозить активы трёх российских авиакомпаний	400008	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	запад заморозит весь валютный резерв центробанка россии	520343	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	власти японии заморозили активы российских банков	414756	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	власти франции заморозили активы банка россии на    млрд евро   федеральное агентство новостей no	418314	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	адвокат магунов  российские бизнесмены могут оспорить заморозку своих активов на западе	415403	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	сша заморозили более     миллиардов долларов активов рф	296214	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	западные страны анонсировали новые санкции  отключение от swift и заморозка активов центробанка	22769	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 March 2022	True	запад заморозил половину золотовалютных резервов россии   силуанов назвал сумму	20512	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	мид британии предложил  заморозить  активы российских компаний из за украины	501671	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
24 January 2022	True	песков ответил на призывы сша заморозить активы путина	496574	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	times узнала о планах лондона заморозить активы российских энергокомпаний	499140	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды заморозили российских активов на     миллионов евро	495934	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	франция заморозила активы центробанка россии на сумму     млрд	497969	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
6 June 2022	True	канада заморозила более     миллионов долларов российских активов	438544	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	пятый пакет санкций от ес заморозил активы главных российских банков	72900	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	франция заморозила активы центробанка россии на    миллиарда евро	73059	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	великобритания заморозила активы тимченко и ротенбергов и ввела санкции против пяти российских банков	490205	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	financial times  евросоюз намерен заморозить активы владимира путина и сергея лаврова в рамках нового пакета санкций	489252	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	япония заморозит активы российского руководства  в том числе путина  и присоединится к решению об отключении рф от swift	488964	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	французский министр экономики  франция заморозила активы цб россии  частные счета и недвижимость    россиян на     млн евро	491904	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	сеть   то есть попросту украла    франция заморозила активы банка россии	384472	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	франция заморозила активы цб рф  валютные интервенции ограничатся	384363	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	в италии заморозили активы олигархов из рф на сумму свыше      млн	387404	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 March 2022	True	калашников назвал заморозку российских активов  не принципиальной	364832	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 March 2022	True	нидерланды заморозили активы россии на общую сумму      млн	355091	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 March 2022	True	люксембург заморозил российские активы  сеть   россия заморозит люксембург	354553	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	белый дом  после заморозки активов цб рубль  сорвется в свободное падание	469754	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	силуанов  заморозка валютных счетов цб рф говорит о планах запада создать дефолт в россии	464416	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	финансист сосновский  заморозка активов рф в сша не пройдет бесследно для других стран	462513	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	цб рф ограничил движение капитала в недружественные страны в ответ на заморозку валютных резервов	464762	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	премьер министр фиала  чехия заморозила имущество российских бизнесменов	466085	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
11 April 2022	True	власти острова джерси заморозили активы российского миллиардера абрамовича на    млрд	464321	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
24 January 2022	True	песков назвал  политически деструктивной  заморозку  активов путина	409265	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	в германии назвали деструктивной заморозку российских резервов	483877	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	в ес заявили  что заморозили активы цб рф на сумму около    млрд евро	483982	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе рф назвали заморозку российских активов одной из величайших краж в истории	482406	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	ес заморозил активы российских бизнесменов на сумму    млрд евро   сми	198910	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	заморозка российских активов   одна из величайших краж в истории   совбез рф	196774	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	ес заморозил операции  связанные с управлением активами банка россии	63615	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	чехия заморозила имущество бизнесменов из рф на миллионы евро	48258	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
20 June 2022	True	финансовая гвардия италии заморозила активы россиян на     млрд евро	439582	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	взгляд   сми  германия может заморозить активы россиян на    млрд евро    новости дня	167864	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	взгляд   япония решила заморозить активы четырех банков россии    новости дня	167216	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	взгляд   нацбанк украины призвал сша и ес заморозить активы всех российских банков    новости дня	170427	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 March 2022	True	взгляд   силуанов  запад заморозил около     млрд долларов золотовалютных резервов россии     новости дня	166899	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	ес объявил о заморозке активов граждан и структур рф и белоруссии	381355	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	на каймановых островах заморозили      млрд активов  связанных с россией	374844	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
11 April 2022	True	нидерланды заморозили до     млн евро российских активов	384018	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
11 April 2022	True	франция заморозила российские активы на сумму       млрд	381283	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	китай считает заморозку резервов нарушением суверенитета государств	376360	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	постпред кнр при оон чжан цзюнь  заморозка госрезервов угрожает экономической стабильности	463783	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	гузеева рассказала  как живет после закрытия шоу  давай поженимся      санкции   это война   как россия может ответить западу на заморозку своих активов   жертвы пропаганды  почему  милитари туристы  и наемники убегут с украины при первой же опасности	420398	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 March 2022	True	санкции   это война   как россия может ответить западу на заморозку своих активов   федеральное агентство новостей no	406025	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 March 2022	True	фильм о донбассе  солнцепек  покажут в ливане    в упор не видят   милонов призвал европейских политиков обратить внимание на преступления украинских радикалов   политолог волчков объяснил  почему помощь вашингтона киеву вредит гражданам сша    санкции   это война   как россия может ответить западу на заморозку своих активов	408548	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	евросоюз заморозил активы граждан россии на    млрд евро	420063	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	евросоюз заморозил активы граждан россии на    млрд евро   федеральное агентство новостей no	427773	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	каймановы острова заморозили     млрд долларов российских активов	416089	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	каймановы острова заморозили     млрд долларов российских активов   федеральное агентство новостей no	417297	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
20 June 2022	True	италия заморозила имущество попавших под санкции ес россиян на     млрд евро	507207	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	минфин сша отчитался о заморозке активов россиян на сумму более     млрд	506943	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе назвали заморозку активов россии  величайшей кражей в истории	506191	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	страны ес заморозили активы россиян на       млрд	505726	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
11 July 2022	True	швейцария заморозила российские активы на      млрд	505464	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	оставили без денег  стало известно  почему заморозили активы сергея галицкого	460710	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	в британии допустили заморозку активов российских компаний	277314	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	ft сообщила о планах ес заморозить активы путина и лаврова	454904	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	главы мид ес согласовали отключение ряда банков рф от swift и заморозку активов цб	457051	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	правительство японии заморозит активы еще четырех российских банков	457114	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	власти австрии заморозили     миллиона евро российских активов	417980	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	совбез  заморозка российских активов является одной из величайших краж в истории	419795	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	величайшую кражу в истории  заморозку активов рф  обсудят в  патриоте	434001	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 July 2022	True	сатановский высмеял  пиратские  законы великобритании из за заморозки российских активов	437312	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 July 2022	True	помощь  украине за счет россии  как запад отмывает деньги на заморозке российских активов	435398	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 July 2022	True	финансист сафиулин дал совет россиянам  столкнувшимся с заморозкой активов в ес	432293	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	ес заморозил активы российских бизнесменов на сумму    млрд евро   западная европа	449480	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 March 2022	True	силуанов  запад заморозил     млрд долларов золотовалютных резервов россии	366198	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды заморозили российские активы на сумму      млн	362847	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
16 May 2022	True	британское правительство заморозило активы  аэрофлота    россии  и  уральских авиалиний	528515	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 July 2022	True	заморозка российских активов поставила под удар авторитет сша на мировой арене	527980	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	еврокомиссия предложила запретить транзакции с банком россии и заморозить его активы	478532	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	ес заморозил активы россиян и белорусов на    миллиардов евро	482493	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
20 June 2022	True	ирландия заморозила российские активы на сумму     миллиарда евро	288188	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	заморозку активов россии сочли одной из величайших краж в истории	283410	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе заморозку активов россии назвали одной из величайших краж в истории	283420	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	сеть   где ваша родина  чиновники     лондон угрожает рф заморозкой активов	358696	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	чехия заморозила имущество бизнесменов россии на десятки миллионов долларов	210250	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	мишустин рассказал о последствиях заморозки российских активов на западе	229388	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	мид рф  запад цинично использует заморозку активов для навязывания талибам своих условий	260416	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	мид британии анонсировал заморозку активов российских компаний	27582	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	япония заморозит активы четырех российских банков	21684	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды отчитались о заморозке российских активов на      млн	11874	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	политолог крупалла  заморозка российских активов    деструктивная мера	349095	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	запад заморозил  а не конфисковал активы рф для продолжающихся налогов	345459	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
2 May 2022	True	небензя обвинил запад в  грабеже  из за заморозки активов рф	343429	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
16 May 2022	True	австрия заморозила активы россиян на     миллиона евро	348906	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	мишустин  решение запада заморозить активы россии подорвало доверие к резервным валютам	427177	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
24 January 2022	True	песков о призывах сша заморозить  активы путина   президент держит деньги в банке  россия	450837	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 March 2022	True	силуанов  запад заморозил половину золотовалютных резервов россии и давит на китай	450870	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	франция заморозила активы цб россии на    млрд евро	451667	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	нидерланды заморозили       миллиона евро российских активов	452684	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
9 May 2022	True	финляндия заморозила активы главреда мк гусева  и faberlic    мая      г    бизнес   новости санкт петербурга	450371	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
6 June 2022	True	санкции против рф  последние новости  канада заморозила более      млн российских активов   бизнес   новости санкт петербурга	453499	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	мид россии предупредил об ответе на заморозку российских активов	372711	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	колташов  заморозка резервов россии стала крупнейшей антирекламой сша	385300	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
20 June 2022	True	власти ирландии заморозили российские активы на общую сумму      млрд	474064	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	замсекретаря совета безопасности венедиктов назвал заморозку активов россии одной из величайших краж в истории	469287	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	заморозка валютных резервов рф вынудит европу перейти на рублевые расчеты за газ	424990	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	мид британии пригрозило заморозить активы российских компаний	293871	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
16 May 2022	True	австрия заморозила активы россиян на четверть миллиарда евро	286025	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	евросоюз заморозил активы банка россии на сумму около    миллиардов евро	286164	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	страны ес заморозили активы банка россии на сумму около    миллиардов евро	286170	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	в британии заявили о возможной заморозке активов российских компаний	306019	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	в британии допустили заморозку активов российских компаний в стране	301981	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 February 2022	True	байден подписал указ о заморозке активов цб афганистана в сша	305390	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	сми  ес планирует заморозить  активы  путина и лаврова	303024	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	сми узнали сумму активов россиян  которую могут заморозить в германии	303148	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	япония решила заморозить активы четырех российских банков	304978	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	сми  активы     граждан и организаций могут заморозить во франции	305018	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	силуанов оценил действия запада по заморозке российских валютных счетов	303058	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды заморозили российские активы на   миллионов евро	302748	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	эксперт рассказал о последствиях заморозки активов россиян во франции	305309	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	еспч выскажется о заморозке мальтой активов вдовы казахстанского политика алиева	31499	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	times узнала о планах лондона заморозить активы российских энергокомпаний	203642	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	ес и сша  парализуют  активы цб и заморозят активы российских олигархов	202234	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	ес и сша  парализуют  активы цб и заморозят программу  золотых паспортов	202232	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	запад решил заморозить активы банка россии  что важно знать	200253	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	евросоюз заморозил активы втб   открытия  и совкомбанка	201600	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	британия в ближайшие дни полностью заморозит активы всех российских банков	219372	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	заморозка или грабеж  для чего запад блокирует российские резервы	219480	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	в японии заморозят активы четырех российских банков	218321	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	в италии заморозили активы усманова на    миллионов евро  сообщил источник	219984	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды заморозили российских активов на     миллионов евро	221989	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	сми  в сша обсудят заморозку золотых резервов россии с министром финансов	219010	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
24 January 2022	True	кремль ответил на призывы к заморозке  активов путина	37969	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 March 2022	True	запад заморозил половину золотовалютных резервов россии	21575	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	евросоюз заморозил российские и белорусские активы почти на     млрд	248150	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	власти каймановых островов заморозили активы на      млрд на фоне антироссийских санкций	250337	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	власти каймановых островов заморозили активы на      млрд на фоне антироссийских санкций	250338	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	захарова назвала цинизмом решение властей сша о заморозке афганских активов	251155	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
9 May 2022	True	литва в рамках санкций ес против россии и белоруссии заморозила активы на     млн	240388	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
16 May 2022	True	gt  заморозка российских активов подорвала финансовую гегемонию сша	250269	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	евросоюз в рамках санкций заморозил активы российских бизнесменов на сумму около     млрд	254445	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	путин назвал заморозку активов россии западными странами воровством	254892	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	никогда до добра никого не доводило   путин назвал воровством заморозку активов россии западными странами	254359	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	мишустин высказался о заморозке активов россии странами ес	251027	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	россия заморозит активы иностранных инвесторов ради их же блага	535789	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	в ес пообещали новую заморозку российских активов	535711	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	сми  европа заморозит активы абрамовича  но	535082	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 March 2022	True	чехия заморозила имущество бизнесменов рф на десятки миллионов долларов	533976	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	нидерланды заморозили     млн евро российских активов	537891	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	запад заморозил золотовалютные резервы россии  стоит ли переживать азии	534050	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	в ес заморозили    млрд евро активов банка россии	537468	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	сша  ес и канада вводят санкции против владимира путина  сергея шойгу  великобритания заморозила активы путина и лаврова	44122	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	евросоюз заморозил российские активы на     миллиардов	98393	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	запад заморозил международные резервы цб россии  чем мы можем ответить	67339	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 March 2022	True	люксембург заморозил российские активы на     млрд евро	195497	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
4 April 2022	True	мишустин сравнил заморозку активов рф западом с ограблением	194567	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 April 2022	True	в германии назвали заморозку российской валюты деструктивной мерой	196304	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	франция заморозила активы центробанка россии на сумму     млрд	69565	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	евросоюз отчитался о заморозке лишь     млрд резервов цб	203274	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
13 June 2022	True	минфин назвал фейком сообщения о планах заморозить валютные счета	204046	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе назвали заморозку активов россии  величайшей кражей в истории	202336	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
20 June 2022	True	италия заморозила имущество россиян на     миллиарда евро	239630	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе заморозку российских активов назвали  одной из величайших краж	223155	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе назвали заморозку российских активов  одной из величайших краж	223133	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 February 2022	True	в китае сравнили решение сша заморозить активы цб афганистана с  поведением грабителей	265518	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	сми  япония рассматривает вариант заморозки активов в качестве мер против россии	259977	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
31 January 2022	True	британия может заморозить активы российских компаний	508986	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	япония ограничит выдачу виз россиянам и заморозит активы частных лиц и организаций из рф	512525	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	япония заморозит активы вэб рф  промсвязьбанка и банка  россия	510943	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	великобритания заморозила активы вэба и ввела санкции против сбербанка	513024	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	лавров  заморозка активов цб   это воровство	512188	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
28 February 2022	True	япония заморозит активы еще четырех российских банков	512432	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	в нидерландах заморозили российские активы на      млн	508397	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
23 May 2022	True	путин назвал заморозку активов россии западными странами воровством	80274	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды заморозили активы россии на шесть миллионов евро	84728	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	власти франции заморозили активы банка россии на сумму     млрд	75868	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе заморозку российских активов назвали  одной из величайших краж	77432	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
25 July 2022	True	лавров  запад может заморозить резервы любой неугодной страны	114155	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	какую сумму российских активов заморозили страны запада в      году  ответы главы цб рф	98373	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
11 April 2022	True	суд острова джерси заморозил активы абрамовича на    млрд	74216	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 April 2022	True	россия оспорит заморозку активов за рубежом   глава цб рф	102777	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
18 July 2022	True	суд в москве заморозил активы credit suisse в размере     млн	377639	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
24 January 2022	True	песков назвал безболезненными призывы  заморозить  активы путина	154772	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	spiegel  в фрг могут заморозить активы россиян на сумму     млрд	261153	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	ес заморозит активы центробанка россии	267034	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
21 February 2022	True	санкции ес заморозят около половины финансовых резервов центробанка рф	258389	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 February 2022	True	китай назвал грабежом заморозку сша активов афганистана	272032	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	нидерланды заморозили российские активы на    млн	130085	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
14 March 2022	True	франция заморозила активы центробанка россии на сумму     млрд	132126	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
13 June 2022	True	минфин россии назвал фейком сообщения о заморозке валютных счетов без подтверждения источника дохода	339118	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
20 June 2022	True	италия заморозила имущество россиян на     млрд евро	340067	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	минфин сша заявил о заморозке российских активов на     млрд долларов за последние     дней	339548	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
27 June 2022	True	в совбезе оценили заморозку активов россии	334576	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
7 March 2022	True	минфин заявил о заморозке половины золотовалютных резервов россии из за санкций	13850	(?=.*).*	(замороз)	(актив|валют|резерв|имущ)
